Tracks	Begin X	Begin Y	Begin Z	Begin R	Begin T	End X	End Y	End Z	Begin R	End T	Peak Displacement	Avg Sliding Velocity (micron/hr)	Avg Density (cells per 12 radii)
1445	152.229	984.600	-1831.640	13.656	10	322.263	1049.946	-1993.040	12.080	90	243.375473028816	47.3457036796851	64.275
1446	240.013	336.267	-829.005	15.806	10	292.650	320.060	-774.740	15.169	32	85.00700223511	57.774812650287	38.4090909090909
1447	147.909	279.596	-1724.940	14.107	10	207.850	269.875	-1854.370	12.670	34	142.96694101085	69.3074196519568	38
1448	339.013	441.122	-817.450	14.895	10	390.650	537.120	-754.915	5.694	39	131.7145005343	59.7049738815336	65.9310344827586
1449	-375.148	979.000	-1642.020	14.164	10	-341.288	1120.744	-1719.340	10.969	39	166.339317559018	70.2120651092515	20.4137931034483
1450	-90.354	1027.179	-1796.145	13.201	10	56.863	1089.540	-1990.890	13.440	60	251.966970920794	258.244243281714	40.4587155963303
1451	-74.116	1385.525	-938.900	12.889	10	-93.695	1571.838	-1012.000	11.471	102	201.0957016199	46.472931508309	26.3369565217391
1452	-108.634	946.750	-740.135	12.633	10	-104.984	1064.179	-656.875	9.891	54	177.272897014744	55.200969877914	53.7954545454545
1453	-297.344	64.243	-856.050	17.243	10	-347.670	82.888	-834.385	12.165	35	78.3199815245126	55.6588800657225	27.44
1454	-82.639	524.030	-1829.715	12.585	10	-213.699	522.967	-1882.605	13.615	41	141.333667853771	62.5712310623245	67.9354838709677
1455	355.150	830.423	-806.045	15.600	10	499.787	911.192	-781.070	14.840	107	167.739565007782	37.6536059916404	80.2164948453608
1456	-257.400	451.618	-1715.775	14.182	10	-426.735	551.656	-1702.795	14.304	46	198.589779548193	82.6120165293681	44.7222222222222
1457	-198.179	891.071	-765.560	12.987	10	-194.476	960.955	-732.395	12.142	37	80.8461248050888	57.5893875449623	42.1111111111111
1458	414.250	262.447	-1031.400	16.598	10	469.537	202.940	-942.770	11.730	42	120.220681739874	49.9726126171585	38.90625
1459	379.925	1142.969	-830.610	13.468	10	402.500	1132.754	-849.160	13.031	31	33.642502478264	28.2363741050645	60.5714285714286
1460	305.425	1408.238	-1048.695	12.487	10	308.088	1433.925	-1136.260	13.857	118	100.76032199234	58.1342203693119	27.1777597402597
1461	370.762	353.090	-1618.355	14.106	10	342.237	384.076	-1722.455	13.552	35	112.297007177395	60.9047047612515	75.64
1462	-150.474	633.746	-735.380	12.278	10	-364.822	750.914	-662.800	11.730	54	254.835754414486	68.6651420617527	60.0454545454545
1463	33.766	1102.305	-1811.110	12.079	10	0.286	1163.194	-1879.275	10.683	44	99.9482008742528	46.1811141201347	39.6176470588235
1464	557.650	549.332	-1203.160	14.902	10	752.150	565.906	-1258.350	11.838	64	202.856805594488	47.8719135595725	31.8518518518519
1465	-403.578	149.275	-1665.310	14.088	10	-567.717	254.140	-1709.560	13.998	47	199.740687006929	59.9739140692268	25.4054054054054
1466	155.523	946.589	-1784.025	13.607	10	282.513	959.281	-1974.180	15.493	77	229.011945079291	55.2366864513544	81.2089552238806
1467	-176.000	1328.000	-1618.825	12.492	10	-79.369	1457.487	-1685.745	12.030	58	180.238470527243	51.6889725629162	17.0208333333333
1468	233.225	914.709	-746.115	11.663	10	266.112	945.227	-657.805	14.230	86	135.988569317425	58.883330473921	64.1575433911883
1469	406.475	439.108	-1650.505	12.414	10	444.138	527.895	-1751.365	13.329	34	139.550609235503	56.9342401518772	77.875
1470	504.425	806.511	-881.560	12.518	10	568.962	889.889	-924.655	12.200	92	118.489251702422	33.7910944851113	74.0487804878049
1471	76.560	615.744	-1842.420	15.612	10	41.759	653.174	-1890.865	14.787	36	70.4203985078187	141.5949143318	73.3857142857143
1472	77.023	1039.160	-699.205	11.021	10	96.182	1095.633	-616.730	13.897	91	101.77618893926	34.0040421510835	60.0617283950617
1473	-133.294	809.064	-1807.330	15.076	10	-117.264	925.183	-1974.005	16.674	51	203.76736413371	61.3853823342227	70.4146341463415
1474	-25.484	452.590	-731.400	14.802	10	-157.520	425.457	-582.160	12.194	53	201.102666777445	58.2246973652366	48.8604651162791
1475	322.912	893.870	-760.340	11.344	10	413.725	944.683	-685.495	13.936	100	129.855638221835	62.6433099811577	63.5284391534392
1476	326.900	835.861	-738.730	10.137	10	424.512	913.947	-768.215	13.356	65	140.273281311873	33.0076907589614	82.7272727272727
1477	-74.060	488.423	-811.210	17.246	10	-149.366	500.666	-770.195	12.880	30	86.6205224528229	55.908670885941	84.55
1478	392.625	365.106	-1038.030	15.389	10	554.050	403.837	-963.400	11.854	65	182.010323569846	65.3047745222803	43.4713375796178
1479	-201.878	514.439	-1784.135	13.420	10	-313.749	512.768	-1821.560	12.375	37	117.976877001385	60.3106243513502	47.6666666666667
1480	255.525	533.013	-781.800	12.641	10	241.062	557.612	-525.410	14.840	80	257.97310183428	65.6326671347134	69.1285714285714
1481	118.850	62.335	-799.840	16.277	10	125.797	46.358	-765.315	14.276	33	46.0672677071259	41.7208614972213	32.2608695652174
1482	256.488	1077.865	-1777.980	13.111	10	391.475	1181.352	-1773.760	12.074	89	198.798595943231	344.700432733646	46.2843601895735
1483	-385.734	62.480	-919.005	13.992	10	-502.790	71.055	-872.795	13.220	35	126.138819801836	65.1925934902108	17.08
1484	44.191	704.469	-700.380	11.971	10	87.386	754.271	-620.035	10.951	43	103.929621638876	44.5180121176554	93.7575757575758
1485	134.204	543.493	-1815.960	17.031	10	51.457	589.384	-1927.535	12.179	41	150.408505577311	59.5074820093491	81.8064516129032
1486	221.912	1181.575	-1753.465	13.737	10	321.912	1165.824	-1844.865	15.980	77	136.389347094999	33.1107148088212	50.1641791044776
1487	-200.118	1104.440	-1733.000	10.107	10	-49.685	1279.545	-2005.490	15.133	95	357.985024840425	53.5263200240596	41.7176470588235
1488	312.150	66.825	-956.740	14.478	10	317.600	48.531	-849.115	14.027	44	115.495186544721	55.6372913797512	14.2647058823529
1489	402.337	267.886	-1379.030	12.306	10	604.787	183.843	-1454.405	11.729	62	231.798660423222	108.8764780195	28.1806004618938
1490	-438.409	251.280	-1579.600	14.755	10	-532.574	265.235	-1620.995	12.912	33	103.80431241042	53.3128474655313	19
1491	397.700	885.150	-1738.205	12.459	10	457.912	877.966	-1726.295	11.564	41	61.7975962315687	52.4321563308224	56.8387096774194
1492	-21.591	1151.883	-750.545	15.590	10	-33.325	1223.145	-784.485	13.533	30	79.7990162846635	69.2979027740299	28.5555555555556
1493	-148.464	518.712	-795.535	15.098	10	-188.386	566.541	-694.870	16.277	41	118.38421157401	60.6469098166207	81.258064516129
1494	429.700	134.310	-1402.590	14.622	10	501.275	76.201	-1428.765	17.678	39	96.1038464058541	47.7435836108401	25.7241379310345
1495	90.074	601.689	-745.745	15.353	10	-18.890	793.989	-571.280	14.283	64	281.585652193076	58.9903666795546	79.7592592592593
1496	-108.507	529.451	-1789.935	16.336	10	-189.845	545.388	-1827.985	13.514	35	93.1895277914853	56.5669576281343	76.28
1497	483.300	632.034	-904.390	15.229	10	595.388	768.150	-907.315	13.566	61	176.351469585598	73.4838572424407	69.8139534883721
1498	475.875	605.183	-910.770	12.975	10	472.362	625.685	-904.525	15.316	43	38.0776945336768	37.7220569810501	93.3636363636364
1499	-55.460	971.466	-745.730	13.187	10	-59.686	1037.997	-706.040	10.581	34	77.5856245512016	40.5837434719539	59.3333333333333
1500	-429.595	191.072	-993.525	13.809	10	-463.908	199.579	-947.085	12.414	30	58.3645835931346	39.405497813921	16.4
1501	7.106	352.611	-743.765	15.101	10	-17.979	416.735	-640.810	9.678	37	123.858292520122	59.1843120131913	41.2592592592593
1502	-274.575	562.957	-859.175	17.678	10	-391.736	609.785	-806.540	12.775	47	136.711392100293	58.0479652845361	50.5405405405405
1503	231.338	378.196	-1756.210	15.057	10	286.525	142.705	-1994.885	13.649	75	339.804902370463	76.4229703372923	31.713768115942
1504	450.238	689.206	-1659.480	16.085	10	654.200	758.220	-1699.995	14.220	90	219.10019366719	45.8703719813332	89.2375
1505	-386.129	404.737	-1561.300	14.472	10	-472.171	411.586	-1607.710	12.046	36	98.0001156376869	56.6694465595437	25.6538461538462
1506	241.788	1309.238	-863.300	15.507	10	244.463	1300.787	-835.740	12.374	34	53.3143955137822	49.8761129630433	33.5416666666667
1507	-124.736	124.283	-1853.860	16.947	10	-235.386	100.449	-2058.220	13.690	61	265.145632583303	63.7820843773934	26.3137254901961
1508	-209.981	1208.180	-910.655	11.657	10	-148.191	1345.113	-844.195	12.802	46	164.272889391403	61.2070894487876	24.9166666666667
1509	641.000	824.156	-1385.360	10.648	10	674.787	819.066	-1368.950	13.207	46	38.1646820240912	29.2713805825888	16.6666666666667
1510	-431.330	90.206	-1026.160	14.569	10	-502.066	120.491	-960.115	13.914	30	101.403673237216	62.6225525026976	13.7
1511	41.076	900.726	-702.305	12.598	10	93.913	969.757	-658.150	12.163	48	97.6949198576876	39.5953826971233	69.6052631578947
1512	-459.161	48.761	-1682.295	14.707	10	-481.872	48.209	-1651.890	12.315	30	37.9546867988658	33.5629443132434	14.4
1513	-324.043	491.188	-1721.705	14.702	10	-411.306	466.175	-1717.565	13.973	30	90.8714528221047	49.8710450900704	33.7
1514	-183.731	1242.203	-891.310	12.397	10	-187.041	1333.200	-877.515	10.092	31	92.0962112901503	58.5216352034134	20.0952380952381
1515	567.750	389.854	-1256.415	12.911	10	602.850	400.562	-1241.320	14.856	30	39.680351422335	37.7322335367997	25
1516	-359.589	900.750	-872.120	11.220	10	-309.696	1033.832	-755.965	15.186	47	183.554117899872	1278.61945292838	31.4212454212454
1517	187.763	363.039	-1793.960	17.165	10	53.484	232.646	-2092.775	10.616	67	352.595502686861	100.390661299002	39.1181657848324
1518	-248.984	236.616	-866.545	15.272	10	-496.389	178.666	-672.785	11.089	66	319.547139128173	82.8512531194786	30.4642857142857
1519	-446.860	1051.048	-1501.365	12.960	10	-453.595	1195.504	-1625.335	11.734	45	190.476920021823	112.645944976051	9.6027397260274
1520	-397.528	703.561	-921.985	15.484	10	-425.835	750.234	-819.985	11.996	35	115.687748608053	52.5810491559584	25.84
1521	336.362	718.724	-1775.490	14.589	10	398.100	764.534	-1848.780	12.905	42	106.214692222875	42.4826436245885	79.3125
1522	-355.620	485.688	-886.240	15.049	10	-392.523	503.025	-875.720	15.038	30	42.1078778615119	26.6593829383321	35.6
1523	399.388	640.566	-1666.725	13.449	10	661.688	783.092	-1748.890	15.786	96	309.622411819623	62.4432515222326	65.4159021406728
1524	-141.119	1021.928	-790.410	14.813	10	-90.582	1170.975	-674.330	13.893	48	195.559614895305	51.9588593843731	54.1578947368421
1525	-461.489	793.345	-994.375	14.531	10	-432.763	879.504	-896.730	12.315	36	133.353299104297	58.9864271273197	19.4230769230769
1526	-235.379	1273.641	-986.500	13.456	10	-217.424	1386.100	-897.345	13.009	44	144.630642434444	58.1687917629338	24.0882352941176
1527	-283.866	1176.375	-964.840	14.969	10	-261.485	1309.888	-899.120	11.435	38	150.485044871575	61.2653858028223	26.0357142857143
1528	-50.514	745.826	-713.235	11.429	10	-12.151	891.836	-588.790	14.001	64	195.645592574942	57.379819226065	57.2962962962963
1529	197.738	870.815	-1844.325	12.791	10	216.338	898.784	-1862.325	9.698	35	40.3514149689947	49.6362275309713	73.52
1530	-326.452	624.329	-865.080	15.214	10	-374.749	658.485	-785.955	13.798	38	98.7927030200106	49.5586771551244	45.6428571428571
1531	-256.681	1244.714	-897.565	14.688	10	-640.031	1402.400	-927.705	13.794	93	481.52207493115	63.3141581079071	11.3253012048193
1532	98.288	1422.338	-985.080	12.492	10	-9.941	1538.913	-1020.510	10.817	67	209.630406577863	110.577553585507	25.5528942115768
1533	-109.768	845.159	-729.330	12.602	10	-103.663	889.236	-683.265	12.119	37	79.8101139956585	41.6942654853025	63.9259259259259
1534	161.112	941.692	-684.165	9.103	10	190.575	1029.717	-651.835	13.942	56	100.325755008373	36.2694845813599	53.8695652173913
1535	345.263	674.081	-1734.115	13.636	10	487.612	727.076	-1893.550	12.693	78	220.207236599981	43.4965682136545	77.6323529411765
1536	376.538	701.640	-1715.500	15.129	10	472.188	764.441	-1743.770	13.080	44	117.864672404415	66.9293172106578	85.5987055016181
1537	-361.292	686.231	-872.405	13.633	10	-437.782	775.865	-738.795	10.681	45	178.147708814905	66.5584659848231	32.0571428571429
1538	2.326	1496.487	-1042.165	13.993	10	-80.731	1524.513	-1088.090	10.174	30	98.9597269094857	1215.79331023838	13.1858974358974
1539	-1.684	288.951	-1838.215	17.344	10	-0.766	166.163	-2043.575	13.287	52	239.270694544903	61.865614272967	39.1190476190476
1540	-252.635	74.725	-1835.450	12.944	10	-283.399	56.606	-1886.000	12.061	30	61.8871905728479	41.362069052079	18.1
1541	-290.499	435.791	-932.650	13.272	10	-318.504	430.354	-862.995	12.335	30	79.3527242002441	47.0169975669109	53.65
1542	46.483	1009.859	-697.915	12.122	10	160.263	1093.794	-610.345	13.650	75	166.311387237916	48.0415010589811	61.2964169381108
1543	-195.284	949.739	-1779.405	14.277	10	-196.678	1059.207	-2017.770	9.978	67	262.30337299585	837.950641796438	40.56
1544	474.363	604.390	-1611.625	14.458	11	726.925	683.200	-1740.710	12.124	94	294.383282760757	45.0112573934037	77.6867469879518
1545	270.037	569.030	-821.795	14.891	11	453.637	660.717	-695.590	13.200	75	240.921497575455	48.4556948292326	84.203125
1546	464.825	915.168	-1682.100	14.457	11	494.512	901.610	-1673.455	11.901	34	35.9221769245685	30.923289138797	72.0434782608696
1547	116.630	1429.425	-892.810	11.910	11	-72.053	1536.763	-895.515	13.303	55	217.094536453592	75.9211846495239	18.9090909090909
1548	505.475	962.405	-1620.180	14.232	11	502.775	951.262	-1676.530	14.314	107	94.3771506721833	175.116633089053	55.2085374387684
1549	318.650	656.820	-760.270	11.195	11	353.850	769.817	-738.835	10.891	35	122.505091857441	66.5026256276567	93.625
1550	-129.900	1148.890	-812.475	14.331	11	-172.932	1341.587	-685.830	12.170	97	234.569484072417	87.8988554749694	47.4074571716493
1551	245.863	907.270	-1816.425	11.638	11	390.600	963.036	-1834.615	14.157	65	165.003645159736	151.187260179733	83.6208333333333
1552	340.462	840.271	-732.400	12.272	11	353.012	843.609	-790.220	10.934	32	64.9312723192762	35.0035258118932	67.3809523809524
1553	-222.584	994.766	-1714.675	12.732	11	-165.603	1066.269	-1795.615	8.707	36	122.109774260704	58.8962043741449	29.76
1554	437.675	1251.116	-931.140	12.957	11	379.913	1245.428	-1130.180	13.913	118	207.329987189504	30.9079626692618	36.6614173228346
1555	-232.920	945.956	-1755.725	15.514	11	-169.351	1096.901	-1954.665	11.306	61	257.686892150144	64.0337826481952	45.26
1556	496.100	1015.564	-1634.130	12.768	11	514.450	1015.194	-1607.200	13.814	59	84.6035783876781	124.59712698423	45.6737588652482
1557	-159.844	1085.086	-796.440	10.934	11	-121.890	1186.576	-719.245	11.650	46	133.040573664578	68.0606531631931	50.9817351598174
1558	243.575	1153.639	-1771.050	13.480	11	297.438	1173.001	-1814.370	13.297	50	71.7825341778904	44.6019628869136	49.3076923076923
1559	-305.699	75.070	-915.465	13.382	11	-380.215	76.903	-814.835	15.333	41	125.229353767397	60.1463765964169	22.2666666666667
1560	-155.933	1298.438	-937.275	16.001	11	-159.095	1393.112	-912.565	11.447	33	97.8966221072004	60.853436119192	22.8636363636364
1561	157.787	1161.742	-1788.615	12.429	11	263.738	1168.146	-1871.790	12.297	76	157.992927240431	78.8902428054515	53.1205357142857
1562	352.188	916.890	-1791.055	14.706	11	432.550	967.624	-1760.045	11.854	41	99.9680443941963	47.6760680774191	69.2
1563	459.500	1378.900	-1175.040	16.283	11	306.150	1489.087	-1217.885	12.750	52	231.299983463034	73.8289635074055	14.3170731707317
1564	652.213	900.105	-1219.440	12.705	11	634.100	873.821	-1247.340	14.748	32	42.3950400990492	38.3603196028604	12.1428571428571
1565	509.400	508.158	-1561.610	14.112	11	642.025	539.992	-1691.745	11.437	83	193.689192917416	40.6142697272723	61.8333333333333
1566	279.850	1275.214	-846.220	13.825	11	305.188	1341.612	-946.955	11.371	118	129.914974206209	52.1125629365336	36.3559322033898
1567	262.550	770.215	-1822.710	12.521	11	289.675	789.692	-1830.270	13.788	34	37.419643250571	32.9748770400398	82.7391304347826
1568	148.703	1080.030	-744.425	13.187	11	191.412	1094.949	-728.805	13.180	52	57.2370041581493	105.540681206767	49.06
1569	323.050	584.615	-1761.820	14.161	11	356.762	620.771	-1789.525	6.630	33	56.6685301115178	30.3239195410077	77.2727272727273
1570	375.875	1399.050	-1496.585	13.784	11	281.338	1413.825	-1547.445	12.894	36	108.361822585263	58.3725887649977	20.88
1571	357.775	1223.688	-1641.875	14.431	11	401.387	1216.880	-1657.670	11.932	42	97.9897362635495	39.1612752348818	49.5479452054795
1572	-267.419	311.064	-1704.090	13.093	11	-426.898	317.592	-1717.095	12.355	39	160.141488222134	72.0344378838553	35.3928571428571
1573	334.650	1055.530	-1738.700	12.197	11	368.375	1068.311	-1746.590	14.003	48	42.8043099465462	38.2091770409194	64.1081081081081
1574	534.675	1071.660	-1642.835	13.793	11	526.275	1078.669	-1679.110	13.441	36	48.5323029125963	35.5882551316201	21
1575	452.087	740.194	-869.435	12.301	11	566.987	813.926	-906.255	12.800	69	147.72193095475	50.2186762719021	86.6896551724138
1576	-177.074	67.883	-767.790	15.239	11	-261.768	44.738	-727.860	13.773	32	99.5920062705838	51.8858994347067	21.047619047619
1577	-102.706	892.596	-712.050	14.823	11	-131.763	1027.716	-586.685	15.627	74	244.976859407169	50.9254674477875	48.0245664739884
1578	-118.875	527.786	-842.920	14.237	11	-255.150	605.342	-768.420	15.062	42	173.597404246147	63.1598873858006	75.4838709677419
1579	390.588	616.470	-867.805	17.678	11	514.150	683.030	-828.335	15.257	55	150.333021655257	52.8178096472579	98.3411764705882
1580	393.225	318.791	-1094.985	17.678	11	502.513	348.139	-1052.955	11.122	45	130.659917687101	51.3557918903174	46.9117647058824
1581	2.709	381.709	-1789.415	15.442	11	-321.566	223.555	-2229.696	9.094	90	569.222559551183	85.8302325487378	28.1518987341772
1582	93.082	1030.358	-1834.085	13.591	11	257.075	1106.572	-2025.255	13.198	101	267.793109134645	43.1370701068984	60.4
1583	-156.096	1204.234	-848.490	14.602	11	-206.468	1296.100	-796.240	12.527	31	117.075884963557	39.5039234978112	34.05
1584	288.213	1256.003	-1661.560	14.332	11	300.112	1253.431	-1716.075	14.626	50	60.4766525032595	45.506057701032	56.025641025641
1585	233.038	1232.890	-1773.090	14.584	11	121.851	1390.450	-1989.905	14.263	109	293.755533226185	99.2148559136187	38.5715843023256
1586	-169.864	1204.976	-1671.210	15.923	11	-124.645	1344.075	-1782.755	12.627	46	183.944493766462	223.693030313926	29.5405405405405
1587	-200.521	1130.702	-1728.220	10.831	11	-200.640	1251.611	-1747.905	14.518	37	122.501019044741	65.5384546917397	27.3076923076923
1588	-253.678	1113.336	-1707.915	13.029	11	-177.953	1234.509	-1919.980	10.895	64	268.730167835694	68.0710299145178	33.3207547169811
1589	-210.243	1160.611	-1690.240	13.169	11	-250.144	1325.200	-1680.570	15.472	42	169.632360185196	191.639509198381	29.6111111111111
1590	495.675	539.990	-992.265	13.015	11	599.625	600.110	-1059.220	14.144	56	137.488141034054	86.5978713368472	48.9810126582278
1591	-8.246	1124.785	-730.650	11.245	11	38.699	1205.545	-676.300	11.197	73	132.696371781598	82.6630682438478	53.8562091503268
1592	1.531	929.919	-695.385	17.678	11	83.106	1016.493	-579.880	13.282	65	165.803929766456	688.763129206729	57.2090395480226
1593	219.988	1020.294	-1821.025	13.288	11	274.525	1066.834	-1853.730	15.375	53	83.5089956232261	28.9444719835218	43.2142857142857
1594	-221.297	1023.039	-1780.885	11.892	11	-158.271	1084.392	-1835.605	16.848	39	103.589312600287	54.4382039691062	32.8214285714286
1595	-5.945	527.970	-727.960	13.176	11	-68.919	579.356	-630.910	12.617	38	127.643842914572	56.0431465218501	76.8518518518518
1596	258.587	662.650	-746.420	12.735	11	371.788	747.131	-659.950	11.080	69	170.757255239712	42.2743497157039	104.465517241379
1597	391.013	874.124	-810.290	13.621	11	403.550	884.240	-840.000	16.370	41	40.2247995768779	27.5049328008145	79.6333333333333
1598	204.763	1265.412	-820.240	14.732	11	222.225	1359.013	-747.425	13.719	118	119.866979898552	29.3468690010796	41.1028037383178
1599	529.725	649.660	-1599.945	16.226	11	534.225	651.524	-1544.050	13.398	36	61.2134666474625	91.7584078323627	76.3602941176471
1600	407.775	448.279	-913.740	14.276	11	456.900	517.898	-827.230	13.418	63	125.713423086001	45.9414770041157	56.8461538461538
1601	-24.680	235.454	-754.130	17.678	11	-107.960	201.129	-680.480	15.320	41	120.737697298731	56.6699537045088	48.3
1602	323.275	1366.700	-970.185	14.851	11	307.950	1356.337	-934.835	11.389	34	54.8645490093558	47.9649992789566	35.9130434782609
1603	305.062	1429.150	-1042.280	13.556	11	190.075	1565.700	-1149.005	12.767	109	235.344079213818	46.9395959306969	29.4081632653061
1604	321.488	1382.900	-1027.125	12.267	11	305.325	1376.912	-1045.110	15.634	33	42.2462934823873	32.2933990789261	25.4090909090909
1605	219.812	1055.470	-1813.260	13.404	11	372.763	1104.430	-1981.720	13.635	110	232.744197781599	89.5345270591618	69.9303462321792
1606	418.875	1302.487	-1552.610	12.624	11	414.913	1197.900	-1500.145	11.950	107	117.075677397143	45.2652364078767	25.0786026200873
1607	652.000	954.643	-1070.615	13.160	11	622.037	907.239	-1069.780	12.308	37	56.0858075630546	36.382142878712	20.5769230769231
1608	364.537	1399.875	-1131.380	14.558	11	305.388	1457.575	-1180.465	11.568	56	96.1105167294401	48.9190809194614	26.3333333333333
1609	-31.211	811.722	-1863.930	13.327	11	25.766	836.025	-1900.395	12.846	34	71.8798341887347	36.9621758654757	70.0434782608696
1610	-57.168	853.414	-1841.250	14.055	11	-10.734	877.207	-1905.735	11.647	34	82.9490110248458	27.744212595982	69.2
1611	413.500	1043.504	-1681.005	13.815	11	481.600	1077.077	-1663.325	14.331	45	79.3307133650014	38.1636119526332	58.6176470588235
1612	239.312	1446.988	-1414.985	14.834	11	268.825	1459.762	-1464.915	11.368	36	60.579705091722	44.5842146863371	19.08
1613	-418.033	141.033	-846.175	11.295	11	-530.086	141.745	-749.090	10.443	36	148.262871205167	64.0718928630434	4.08
1614	378.637	932.365	-778.355	15.451	11	429.200	948.956	-834.665	13.389	87	81.9928368944507	128.115330533387	68.0705882352941
1615	-327.200	349.989	-910.465	16.716	11	-428.846	307.529	-893.675	16.543	34	111.430090262909	77.0409181457132	33.1739130434783
1616	-180.237	1076.822	-769.965	14.019	11	-135.386	1151.014	-734.015	16.033	39	93.8534366179524	47.0784865237693	37.9285714285714
1617	132.681	911.881	-686.085	15.297	11	284.400	1002.457	-647.820	12.020	79	187.842342425769	466.937818589188	54.3285650424676
1618	-282.224	1159.665	-1659.760	14.850	11	-244.925	1241.581	-1714.500	11.921	32	105.346637616015	57.6933383290218	24.4761904761905
1619	358.337	1377.262	-1469.450	13.146	11	267.800	1447.500	-1578.325	9.933	107	158.07065734348	77.0520258950002	27.2151001540832
1620	-3.165	731.378	-697.780	15.254	11	4.379	839.844	-607.090	12.908	51	141.585526068168	49.426987575272	82.625
1621	-122.660	93.690	-1874.755	14.906	11	-166.866	56.821	-1940.485	13.289	42	87.3723440054115	38.0244108259295	26.2903225806452
1622	-397.528	793.670	-953.240	12.405	11	-404.773	848.336	-884.600	11.305	32	88.0472099557959	61.1319603246497	23.3809523809524
1623	4.080	500.196	-1186.590	11.377	11	-87.466	648.221	-1194.940	8.839	33	174.246357898809	82.4964631532497	0.681818181818182
1624	280.375	917.226	-763.840	14.780	11	414.938	1035.003	-816.465	11.135	68	186.792912721548	82.2578040001621	65.3369863013699
1625	134.207	126.124	-760.860	16.136	11	81.495	134.928	-690.075	9.416	38	88.6937516683109	57.8436172075567	32.8888888888889
1626	56.430	775.460	-676.280	12.324	12	124.221	860.824	-598.125	12.502	61	148.169264943847	43.8410205156119	74.4897959183673
1627	74.714	207.494	-1828.100	16.194	12	35.043	156.806	-2006.975	11.121	48	190.103464487105	62.6686599123879	41.3611111111111
1628	-76.656	1165.541	-775.525	15.507	12	15.319	1222.388	-720.190	12.742	47	121.461698732563	82.1344251886015	44.7935222672065
1629	232.987	833.239	-721.210	10.400	12	301.575	905.874	-674.555	12.784	50	110.258088111485	40.1912595989721	76.6315789473684
1630	546.775	1253.585	-1346.775	15.193	12	509.212	1272.094	-1279.940	11.902	50	78.8700150564206	48.1587564001142	15.0789473684211
1631	545.125	1034.656	-953.975	11.476	12	540.125	958.169	-1076.370	12.490	103	159.590336831526	84.8932749185458	31.2696078431373
1632	-109.410	460.400	-1809.695	13.671	12	-169.928	463.002	-1850.635	11.953	34	73.1114377371968	49.8298472672431	53.5909090909091
1633	-238.744	624.911	-808.965	12.673	12	-381.341	855.265	-695.010	15.189	55	293.909189631764	76.7108119947688	57.4186046511628
1634	603.275	630.429	-1324.165	11.801	12	661.375	684.380	-1285.855	13.955	36	88.0566664199821	56.2430702665412	15.4166666666667
1635	-221.306	718.929	-1797.655	12.229	12	-210.036	801.654	-1917.615	13.580	44	146.153481398836	57.5222592661962	54.46875
1636	556.100	389.967	-1363.925	14.719	12	556.725	365.616	-1352.010	15.813	33	59.8661331138065	105.683480261529	16.4385964912281
1637	-38.671	1560.425	-1180.840	11.938	12	-149.190	1608.812	-1259.480	11.243	32	145.657019003548	100.924066741537	2.7
1638	295.188	977.566	-1812.215	13.257	12	317.438	1029.904	-1835.060	12.429	54	65.757434560664	40.614299575395	67.8333333333333
1639	-178.163	836.569	-1784.530	13.519	12	-71.419	1044.026	-2154.855	12.005	95	437.690865805993	66.8825626234068	51.4457831325301
1640	380.812	235.076	-1058.300	14.087	12	513.475	221.836	-983.045	14.015	59	153.095016881674	94.7705557889999	20.2087378640777
1641	41.311	57.684	-1831.650	13.278	12	11.387	46.900	-1837.770	12.100	33	32.3912770973915	39.5995496404215	26.0952380952381
1642	404.300	286.262	-1148.265	15.038	12	574.675	335.411	-1167.205	12.233	50	190.738729800741	63.8957972056826	30.5
1643	431.112	1303.025	-1500.920	13.866	12	496.238	1257.189	-1422.130	11.742	75	133.045454146318	59.5629670333427	26.4185136897001
1644	381.550	241.816	-1496.125	14.174	12	471.225	257.783	-1545.055	9.146	39	103.395820099267	42.5044967481135	35.6296296296296
1645	401.688	217.776	-1521.915	14.434	12	451.263	107.859	-1624.685	8.636	54	211.182528716274	94.9142827425806	27.941935483871
1646	19.254	975.804	-1831.725	17.485	12	89.694	1043.644	-1950.410	13.836	61	153.786177613595	53.4278204456109	66.7755102040816
1647	114.285	1198.369	-713.145	12.207	12	30.445	1240.750	-695.670	12.752	36	120.887410709304	66.2292725038093	28.4166666666667
1648	-435.451	539.785	-1554.885	15.701	12	-603.930	535.962	-1725.160	11.854	46	239.569122373899	77.2856974700386	14.7941176470588
1649	-368.993	584.155	-1704.020	14.268	12	-409.345	631.630	-1755.600	13.381	35	82.5141029461025	63.186208287823	40.8695652173913
1650	489.125	881.404	-879.040	16.084	12	583.537	891.576	-937.025	14.190	66	111.262552339051	39.1192459666152	79.7037037037037
1651	313.800	784.752	-743.920	10.678	12	328.125	793.630	-764.295	9.357	32	30.385158696311	28.6881135719576	63.5
1652	390.450	398.913	-919.400	13.224	12	425.487	413.702	-927.035	14.602	46	73.1988192869257	46.4946605723819	45.7058823529412
1653	623.650	891.168	-1051.260	15.083	12	626.112	837.378	-1150.810	12.482	34	113.179627336372	55.5700694428079	32.7272727272727
1654	230.300	791.226	-753.400	12.709	12	266.100	786.676	-741.310	12.806	36	38.6694713954044	41.8026111587593	70
1655	186.662	1219.766	-780.480	11.974	12	237.325	1186.092	-784.405	17.006	47	75.5435832946783	154.86694130825	46.4098360655738
