Tracks	Begin X	Begin Y	Begin Z	Begin R	Begin T	End X	End Y	End Z	Begin R	End T	Peak Displacement	Avg Sliding Velocity (micron/hr)	Avg Density (cells per 12 radii)
50	328.162	1154.165	-803.200	17.633	0	337.237	1092.546	-827.345	9.604	45	68.5377830105409	46.1787919410424	52.0666666666667
51	235.900	757.439	-718.355	11.322	0	279.763	737.724	-721.915	9.792	34	49.0940185867891	40.4344233675041	101.794117647059
52	306.950	1144.719	-796.260	14.172	0	319.688	1140.640	-817.665	8.394	44	74.3076818639903	57.2195833319688	59.9052069425901
53	234.237	611.054	-798.245	16.810	0	360.787	749.665	-664.585	13.606	73	262.733600649022	46.4323876001564	99.5342465753425
54	105.702	695.261	-752.840	12.148	0	65.346	723.167	-494.915	11.578	76	263.468249126911	106.297651002042	55.6454969501256
55	276.312	991.219	-755.795	9.298	0	359.150	984.222	-773.575	12.164	34	85.0130616611353	48.3210418622616	50.6176470588235
56	107.336	716.625	-753.025	12.810	0	203.750	811.180	-577.940	10.494	62	221.113239418177	50.8257523280753	58.6451612903226
57	487.062	1068.214	-875.475	12.388	0	494.162	1041.609	-984.525	13.896	88	122.54966735573	70.823708469425	56.8812776601886
58	-127.942	816.641	-751.280	13.028	0	-72.179	1053.154	-584.495	15.880	81	299.493771976981	68.0458704189155	66.0946221919673
59	528.312	1079.291	-934.830	14.288	0	519.900	1098.139	-1036.150	13.037	59	113.159071213933	41.8383464498879	32.7118644067797
60	174.675	1051.375	-715.500	11.558	0	199.150	1065.008	-759.930	11.813	33	52.5253197420063	100.58381368892	42.4285714285714
61	575.662	1070.602	-999.035	13.063	0	576.312	1074.534	-994.210	15.849	28	40.3836286631104	47.7058417707203	20.5357142857143
62	305.450	1297.337	-887.825	15.320	0	304.388	1272.237	-912.310	12.907	105	123.322838797199	53.9060033624577	41.0308370044053
63	181.588	791.904	-719.490	13.919	0	274.050	823.526	-641.175	11.417	58	126.65830247165	35.4615855456047	82.8448275862069
64	179.013	819.339	-716.525	14.163	0	317.000	916.165	-559.760	17.188	118	241.169200290999	86.3524781567211	87.3524829600779
65	114.233	767.404	-703.705	11.110	0	183.087	747.586	-652.215	10.614	38	88.2317773820748	37.1594741675312	69
66	253.625	826.297	-737.855	15.702	0	349.200	831.862	-791.980	10.580	43	118.16868053338	75.8261702246462	103.927309782609
67	275.938	868.580	-735.205	15.662	0	333.800	870.774	-735.945	12.032	37	65.5622702169472	47.1113036529317	79.6
68	-11.785	839.559	-744.225	16.034	0	133.625	1073.795	-446.575	17.678	118	405.716766101674	47.797834724259	67.0889370932755
69	36.496	873.652	-707.765	13.098	0	78.411	901.485	-639.010	13.500	33	85.1985512728943	61.3559311364881	70.950146627566
70	56.609	793.452	-707.095	11.636	0	189.550	974.454	-546.195	14.070	101	301.140306828893	74.9334259623339	79.0821917808219
71	133.092	786.636	-739.940	14.158	0	155.225	773.650	-699.095	10.942	22	48.2371217010302	27.4192940653174	61.6363636363636
72	1.351	778.865	-738.125	12.485	0	56.938	778.938	-708.350	12.557	29	68.1988814571031	151.197751646174	77.1866666666667
73	-69.526	691.276	-790.600	15.870	0	-50.986	721.756	-668.240	12.556	36	143.840451160305	54.9629556779275	73.2777777777778
74	-242.046	908.381	-856.015	16.231	0	-303.466	1084.941	-734.980	11.900	52	247.511143629938	69.5340362222304	42.3076923076923
75	-353.355	857.794	-969.060	12.513	0	-380.824	1101.536	-705.920	13.562	72	359.732356238635	78.5894343448228	27.3354755784062
76	103.475	408.517	-821.760	16.011	0	-22.829	417.019	-637.870	13.512	42	226.238225377587	58.2888570751532	61.9290780141844
77	-41.777	91.466	-863.050	17.072	0	-102.760	105.410	-805.525	15.621	28	84.9852166556043	47.7288599491292	39.2142857142857
78	-4.235	290.709	-1780.545	17.678	0	-171.555	114.391	-2060.570	13.615	58	370.807254714629	82.862455607592	41.8620689655172
79	73.944	1324.037	-866.365	16.074	0	54.099	1341.275	-766.220	13.229	39	103.5374023916	2304.405832012	32.6124469589816
80	44.067	328.976	-823.970	13.487	0	-34.798	325.925	-754.635	15.680	27	105.053981604697	54.7235964314879	54.7407407407407
81	224.062	46.371	-1664.270	15.168	0	325.625	45.573	-1772.540	12.687	26	148.452257217598	42.2356678026836	20.7307692307692
82	-152.746	737.582	-838.170	16.843	0	-104.428	796.562	-550.980	13.876	56	297.138630312519	65.6169168663257	68.6071428571429
83	-177.954	674.830	-795.255	13.610	0	-269.814	802.385	-684.090	15.341	45	192.525829046391	61.1061994619716	79.769014084507
84	79.538	65.961	-1758.860	17.224	0	75.717	64.429	-1850.755	14.294	32	91.9871626369682	41.53066512807	30.5625
85	376.338	73.521	-1082.385	16.657	0	421.425	53.322	-975.825	13.814	41	117.455824759779	71.9969295741685	24.5756154747948
86	-312.503	319.158	-1638.840	16.932	0	-318.506	303.183	-1650.440	12.302	22	51.2259791316867	59.911168745355	34.2272727272727
87	242.350	418.745	-1608.710	16.219	0	379.112	507.810	-1722.715	13.110	44	199.081789458504	66.910962343277	68.5227272727273
88	379.575	742.121	-1740.955	14.678	0	412.413	753.379	-1745.625	11.533	38	71.4532563638635	177.916927039594	82.0963855421687
89	399.350	768.092	-1736.700	13.773	0	516.800	796.685	-1767.865	12.620	62	124.833166161882	43.2709081927431	74.3709677419355
90	389.487	786.641	-1731.390	11.945	0	598.763	893.314	-1755.570	12.342	99	261.025074944918	57.6588699023494	88.6138268156425
91	160.400	743.951	-1819.515	14.233	0	254.575	826.346	-1917.685	9.460	39	159.044696705046	54.9080426585318	95.4358974358974
92	136.900	772.601	-1810.715	14.793	0	165.625	781.149	-1817.765	12.509	23	59.777323233815	233.106168912632	58.3333333333333
93	346.812	523.991	-1655.125	16.034	0	436.175	619.688	-1820.700	15.071	55	211.08941755332	52.3084599423414	104.909090909091
94	297.400	727.154	-787.805	15.408	0	463.487	804.215	-772.760	11.748	64	193.516410128444	58.3818197350295	96.1541501976285
95	309.925	723.900	-765.150	16.788	0	447.712	771.595	-762.045	11.870	66	155.121493091705	106.399065299884	89.3063063063063
96	528.000	792.293	-917.580	15.460	0	650.625	856.236	-991.660	12.598	87	170.920839700722	37.1785645505422	66.6551724137931
97	210.475	339.285	-1714.545	15.287	0	206.200	323.460	-1757.740	12.896	20	47.0278422851824	49.3281545400152	64.9
98	556.475	677.604	-1529.590	15.747	0	591.250	706.204	-1480.505	11.370	54	95.9076617898694	66.832624195311	64.7307692307692
99	511.912	638.428	-1577.765	16.108	0	710.888	689.019	-1499.620	14.668	80	231.849125661496	29.4233244803047	60.4558823529412
100	426.788	789.714	-834.115	16.449	0	581.538	841.001	-936.040	12.937	72	204.80906271452	88.3675204964638	85.1682482687869
101	523.650	535.844	-1392.350	15.225	0	657.725	570.670	-1558.985	12.892	65	224.865635342531	709.946541524876	38.6125939849624
102	-45.724	487.945	-789.780	14.167	0	-280.492	490.939	-625.445	12.949	53	286.585013713209	95.2682030028097	63.1640625
103	389.950	563.087	-872.225	13.908	0	479.237	638.649	-849.890	13.916	47	119.082477459952	38.8018468581804	92.7021276595745
104	364.088	512.455	-865.770	15.965	0	441.350	568.681	-856.600	13.801	32	95.9941072149744	33.2845451403378	85.4375
105	357.287	494.898	-888.545	15.669	0	502.213	571.725	-844.485	8.911	40	169.844684947749	44.2055686036026	64.8292682926829
106	397.600	465.583	-940.245	15.071	0	453.525	518.778	-651.150	14.768	81	299.221043168758	550.359630844791	84.0553359683795
107	424.075	565.452	-1632.185	14.708	0	529.050	655.181	-1708.000	14.649	47	157.926930353882	48.4822575833624	85.4893617021277
108	414.288	570.114	-1661.335	16.707	0	433.475	616.155	-1715.675	16.154	23	78.0922446021369	125.136512238821	69.9810126582279
109	384.112	558.855	-1639.330	15.834	0	499.837	614.300	-1749.630	12.856	50	169.211446569078	69.3332934104657	88.1497872340425
110	359.162	541.688	-1630.820	16.584	0	517.712	622.739	-1847.505	11.014	68	287.922801933088	63.4227578498502	76.3676470588235
111	490.538	551.450	-1494.965	13.496	0	800.250	701.199	-1335.465	12.093	93	379.191951318854	66.9572280595482	77.7064315352697
112	359.562	202.609	-1051.390	17.026	0	383.287	196.340	-990.705	16.040	24	65.458729066489	54.7262523242987	37.5
113	438.100	385.431	-1148.215	12.454	0	598.325	487.050	-1189.045	13.442	37	212.575469165659	138.558206244071	30.3553299492386
114	504.800	448.810	-1378.840	14.711	0	586.450	493.036	-1422.420	12.140	45	102.576205700933	33.4247584280794	42.7111111111111
115	429.487	410.761	-1058.350	16.981	0	543.300	501.150	-1028.135	12.926	41	148.447015850774	135.780631883429	42.2142857142857
116	360.325	342.387	-1082.155	17.678	0	402.825	399.199	-1068.135	16.894	22	85.0423352278146	153.779907119856	38.469696969697
117	192.500	444.624	-1652.370	16.406	0	174.912	551.596	-1680.925	12.065	31	129.220975882401	63.3748605511735	45.9453717754173
118	498.625	503.169	-1123.950	15.774	0	769.713	479.393	-1141.070	11.719	83	272.666639543601	87.4573528655256	25.218045112782
119	345.863	249.678	-1527.850	17.111	0	510.512	136.187	-1658.910	9.786	65	246.288921630673	92.5137129697072	26.2142857142857
120	276.188	260.502	-1647.970	16.611	0	347.300	139.407	-1840.200	12.370	61	241.064500177857	136.166622555521	32.681336593317
121	273.713	241.245	-1634.955	15.016	0	357.488	59.762	-1798.165	15.054	60	258.053936249769	90.9290794290855	33.843023255814
122	248.525	754.596	-1800.345	15.476	0	292.962	741.523	-1780.150	15.830	20	53.9560123526563	48.4047394941613	87.9
123	238.312	746.070	-1764.635	15.380	0	425.150	783.535	-1875.360	14.930	62	220.390766807505	122.531334137588	98.043795620438
124	310.475	899.311	-1786.210	15.305	0	584.262	905.031	-1912.940	17.371	118	307.808277161288	71.712364456964	73.3225499524263
125	216.662	555.097	-816.615	16.019	0	283.213	591.232	-672.735	13.787	59	212.983089889784	82.266129800828	59.9455143259746
126	198.637	533.639	-789.395	14.324	0	108.487	571.441	-653.770	11.014	43	167.182996530748	90.4459636188163	58.5923566878981
127	265.350	448.111	-869.965	17.678	0	302.738	561.905	-708.645	12.724	57	203.685727435675	89.4162420717383	72.0184453227932
128	426.925	1013.490	-1688.585	12.741	0	431.100	1006.136	-1711.885	12.152	20	36.5890857770456	37.2916523430118	36.1
129	456.987	991.041	-1686.670	12.388	0	556.362	1003.284	-1537.985	13.179	79	180.316355913711	37.7257623758134	46.7974683544304
130	179.950	361.706	-803.915	13.339	0	146.321	403.970	-593.540	14.536	68	217.197596584308	86.7183234005158	31.6992287917738
131	3.085	399.690	-789.845	16.488	0	-190.469	312.566	-577.090	13.732	59	334.130844822803	75.2848252716147	44.5593220338983
132	259.938	1011.676	-1785.365	13.693	0	374.325	977.782	-1775.380	15.561	51	123.502275614662	39.2671760235498	74.9019607843137
133	28.445	379.515	-806.065	17.586	0	-255.617	429.296	-353.770	11.081	91	536.414144882478	70.608480113381	43.4481132075472
134	100.553	900.056	-1812.920	13.958	0	147.736	891.011	-1853.000	11.077	22	62.5655968883858	41.2958344708349	78.7272727272727
135	169.588	934.296	-1780.780	15.946	0	310.625	954.040	-1833.575	13.632	50	152.872183833423	44.6460924658236	92.32
136	409.975	1205.319	-868.610	12.953	0	443.275	1171.265	-921.735	11.959	34	75.6754346138824	223.999869099161	31.375
137	130.644	954.058	-1817.560	11.651	0	229.275	1039.591	-1911.815	12.259	51	161.021654677251	52.008641597403	66.8916408668731
138	-97.503	951.594	-1773.265	16.185	0	-23.483	956.489	-1883.335	13.395	41	134.43234737592	86.0566504347849	62.7919463087248
139	187.138	505.140	-1729.170	14.748	0	25.890	464.036	-1908.235	13.979	37	244.447807404771	52.3193865242419	56.620253164557
140	25.316	907.009	-1816.915	15.545	0	123.735	925.670	-1899.135	15.248	41	136.444340663144	113.220475125466	74.156862745098
141	159.675	1012.352	-1803.130	15.579	0	322.675	1003.191	-1874.055	11.474	50	177.997976241304	61.5432582582893	49.5114503816794
142	124.135	1125.503	-1755.085	11.750	0	161.438	1132.330	-1861.480	11.672	40	115.304422022748	143.336278268494	40.2719298245614
143	-213.362	249.104	-903.245	15.010	0	-216.950	180.590	-771.785	15.044	25	148.286120523804	71.3021533708152	39.76
144	137.027	451.496	-814.650	16.148	0	-50.967	470.035	-422.020	12.965	70	435.710632710518	56.2494321439063	72.8643042350908
145	-294.149	902.631	-1675.330	13.038	0	-243.540	985.286	-1793.960	14.318	34	158.290980049401	110.043926970829	34.1530837004405
146	-17.685	562.209	-793.355	13.526	0	-124.991	595.235	-699.930	12.290	40	146.060004576886	55.1506617471125	82.425
147	-270.574	965.474	-1648.465	14.159	0	-226.021	1145.562	-1803.570	11.426	43	241.814430045024	69.6338035767416	37.5348837209302
148	-80.669	1312.075	-1626.250	13.210	0	-59.362	1413.238	-1738.720	12.389	54	160.386269381141	351.632516162025	14.5873786407767
149	541.150	1269.697	-1405.980	12.109	0	536.912	1268.719	-1443.800	13.978	23	43.4131242828709	42.1446275287294	12.7826086956522
150	187.925	1124.881	-743.025	16.471	0	234.425	1225.639	-744.825	12.949	99	110.98497449655	70.0187918872473	55.9576755122607
151	-248.438	682.924	-1675.060	16.235	0	-326.278	773.076	-1884.670	15.225	46	257.442746246617	95.1907988556455	51.5146276595745
152	-247.386	661.253	-1662.890	16.810	0	-258.016	646.861	-1788.685	14.808	23	127.061042766853	60.2191814265459	50.695652173913
153	164.438	777.009	-742.105	15.898	0	199.763	771.539	-719.725	12.978	32	43.3712850743439	34.4990812978492	84.53125
154	329.625	1364.062	-1259.895	12.488	0	292.712	1460.488	-1288.385	12.447	31	124.062704762552	146.061588915223	8.875
155	-220.423	707.455	-1695.680	16.175	0	-254.348	708.276	-1853.135	12.575	32	161.070347025764	55.6466709459776	51.625
156	-433.866	1075.553	-1443.040	11.807	0	-436.053	1136.425	-1550.885	13.572	32	123.857690023672	82.4509763116835	7.59375
157	94.146	745.854	-747.115	15.024	0	175.600	796.445	-677.685	11.659	46	130.546192502884	91.5872935620535	81.6666666666667
158	-347.393	948.560	-1622.385	13.679	0	-319.950	1064.485	-1710.595	14.724	35	148.232007252145	64.5017049131133	29.8571428571429
159	-0.929	804.796	-743.645	15.260	0	98.669	872.611	-654.575	12.147	46	149.840250697201	38.9093129508849	90.6739130434783
160	92.946	785.690	-699.830	12.734	0	165.088	798.868	-593.835	11.548	38	128.891690473048	43.2474306873297	75.1052631578947
161	566.075	707.134	-1022.855	12.839	0	597.875	757.415	-1038.905	8.830	28	61.6199761522186	35.4218217215277	44.2142857142857
162	365.588	528.507	-894.100	13.872	0	443.262	585.561	-866.105	10.170	45	100.359998091869	33.5360869430286	83.0666666666667
163	-208.745	528.418	-838.140	16.704	0	-446.659	483.382	-720.085	11.328	45	269.385032466542	76.2508827838672	50.8
164	200.987	624.508	-743.345	14.280	0	276.900	697.401	-666.520	12.651	50	130.300627945532	40.8408029694942	92.24
165	-29.346	694.462	-742.125	14.997	0	31.497	738.989	-611.580	11.497	48	156.214238253112	69.9891826422287	65.5257301808067
166	33.564	658.815	-769.555	14.126	0	29.721	643.517	-724.845	10.799	20	47.4107746509166	32.2672185520471	78.55
167	73.588	668.393	-727.145	13.089	0	84.670	674.262	-683.765	11.144	25	45.1561765985562	31.287300155326	58.28
168	286.888	960.376	-728.635	13.936	0	302.612	970.287	-719.090	13.249	37	53.3989932863907	44.4495763469919	55.7297297297297
169	262.712	945.044	-733.715	16.037	0	314.587	976.632	-731.365	14.971	78	143.302056687962	46.8755454102954	81.1576994434137
170	-188.481	620.829	-886.485	17.678	0	-302.926	728.789	-646.905	13.630	56	286.620997180946	64.0320198524224	69.5
171	269.450	1055.335	-755.385	14.283	0	223.375	1076.506	-703.015	14.036	115	72.8953617591682	36.065782491653	66.2608695652174
172	-62.170	946.139	-729.745	12.347	0	-20.976	997.549	-681.250	11.390	43	102.94066825604	38.4074486772096	63.7209302325581
173	55.944	1000.465	-705.520	13.261	0	173.050	1114.130	-620.205	11.392	118	213.738712010716	85.8512155137013	62.4956896551724
174	-377.831	188.699	-1035.735	15.281	0	-402.846	253.511	-1055.320	12.424	21	77.4360052236684	58.5875119487436	16.3809523809524
175	77.434	988.119	-719.810	14.086	0	135.139	1130.119	-603.245	12.964	110	192.564966310074	37.4549791386138	71.7272727272727
176	-279.867	207.292	-1685.260	12.799	0	-353.137	162.282	-1748.090	12.794	30	172.152518520642	101.285974233688	41.5720588235294
177	45.124	48.349	-1753.180	14.591	0	110.131	45.469	-1865.495	14.887	26	129.803172819465	57.0343572329417	28.0769230769231
178	-29.684	129.636	-1792.180	16.352	0	20.775	116.758	-1819.420	13.171	32	111.209465559367	65.9217557407	43.40625
179	510.775	1233.011	-1031.630	12.497	0	458.225	1285.189	-1117.700	12.143	84	114.762022437738	94.8981033939616	32.0744974379188
180	-217.390	459.416	-888.330	12.491	0	-267.048	445.074	-881.480	12.149	30	71.8433499636536	54.2278448239417	58.9
181	178.463	492.967	-813.790	16.672	0	140.820	529.327	-774.335	10.828	21	68.8717794528354	43.5323223500232	92.0952380952381
182	-358.347	658.065	-1586.915	13.472	0	-503.520	703.085	-1809.230	12.384	50	281.991361282575	85.9157706967979	24.0185922974768
183	121.620	484.026	-1758.320	16.677	0	-204.638	406.050	-2088.480	11.754	64	470.669910595526	105.013092550881	38.9765472312704
184	134.977	509.859	-1779.815	15.011	0	15.420	701.111	-2085.480	14.502	69	379.871420322719	70.4018925987089	62.0579710144928
185	20.592	436.761	-1653.270	15.925	0	-98.320	635.400	-1703.000	13.731	38	236.792290763445	102.376265087759	31.54
186	339.975	1363.550	-1016.715	16.299	0	381.875	1360.325	-1026.120	12.804	38	80.8468886228778	68.943398432377	26.8358974358974
187	59.694	421.704	-835.610	14.350	0	76.086	533.111	-654.190	8.965	43	213.526189759008	57.5436290370937	79.5116279069767
188	27.682	167.421	-853.080	17.678	0	-128.316	188.377	-650.090	16.466	45	256.864692085152	71.3130581993187	40.1333333333333
189	195.438	308.882	-852.060	14.049	0	198.700	356.256	-797.320	15.067	24	72.466572431708	77.8866799512911	52.847619047619
190	34.298	431.496	-1615.915	14.317	0	37.959	526.910	-1687.955	15.776	24	119.61185525273	73.6364903603568	33.125
191	520.613	1317.250	-1315.670	16.063	0	442.588	1362.438	-1273.020	11.046	31	129.618653051943	507.298145919935	11.841059602649
192	418.775	340.564	-1293.535	13.844	0	606.137	255.119	-1323.720	12.101	59	208.126166769102	64.0446613282413	23.9661016949153
193	-87.156	754.576	-1765.025	15.660	0	-84.644	735.484	-1841.945	12.141	20	95.888201328422	63.6407731486599	63.1
194	-271.939	1141.745	-925.140	15.682	0	-324.315	1194.577	-941.355	13.719	30	76.1406056253824	60.7479037726244	27.1983606557377
195	462.962	805.382	-848.155	15.633	0	514.800	839.981	-906.900	14.071	49	85.6460394297366	33.9869702574026	67.6938775510204
196	-58.524	1271.110	-834.955	13.270	0	-35.862	1417.537	-855.050	10.498	54	149.526725363729	516.563950025096	29.7928505957837
197	-49.165	730.817	-763.745	15.573	0	-24.724	745.644	-746.950	10.495	22	33.1553077952837	30.2477125806539	68.6818181818182
198	348.537	552.195	-883.205	15.770	0	380.950	566.495	-859.855	13.904	24	45.4914698047887	37.7106418715827	96.2083333333333
199	-5.330	638.721	-793.720	15.864	0	-34.571	639.283	-725.460	12.009	24	74.2615615577803	47.8438652889563	85.125
200	358.463	384.863	-1002.275	17.067	0	462.862	371.038	-904.910	14.590	39	143.42323748612	61.6136648739083	62.7435897435897
201	54.426	611.011	-772.975	16.488	0	-9.830	623.409	-632.825	13.911	40	154.67568147579	53.1815241830248	102.075
202	393.162	354.763	-1017.055	17.212	0	451.137	360.191	-988.220	12.909	24	73.3522462164588	58.0101391455522	45.5416666666667
203	362.688	332.381	-1034.425	17.122	0	540.288	245.584	-906.000	11.444	64	235.72963291449	115.367389077087	38.7155963302752
204	375.000	314.566	-993.745	17.678	0	400.062	331.767	-944.515	14.200	30	74.4701280917389	39.3898648476485	48.4666666666667
205	391.513	364.397	-1098.240	12.970	0	470.925	410.224	-1023.510	10.951	25	120.226530570419	53.8945889518431	49.76
206	59.666	537.267	-770.585	14.071	0	5.460	535.809	-697.435	13.782	25	91.0567883246494	42.6555467769395	74.8
207	-71.460	370.995	-1748.665	16.894	0	-91.091	419.781	-1913.450	13.163	40	194.568388457632	123.953806983842	63.373063170441
208	157.912	724.480	-1791.120	15.202	0	245.438	780.420	-1841.880	13.186	40	115.813593545836	132.510287484636	89.1428571428571
209	201.387	468.532	-850.040	15.958	0	184.775	471.145	-762.725	13.784	22	88.9196015398179	61.377350795716	80.9545454545455
210	360.162	939.130	-789.720	12.524	0	469.075	1003.803	-849.355	11.949	102	141.493017555638	52.744446950205	65
211	-96.894	343.938	-1759.800	17.082	0	-179.246	229.697	-1964.780	13.290	44	248.695915497219	123.92030073356	51.2888888888889
212	344.763	974.487	-782.865	17.478	0	366.575	978.172	-801.005	15.907	33	34.5873292550899	42.1870360982703	61.3636363636364
213	114.386	71.308	-1715.010	16.786	0	99.865	68.157	-1731.200	14.431	24	50.5415165284937	41.7432234940483	32.5
214	404.025	892.745	-786.710	14.459	0	453.862	916.669	-825.240	13.734	50	103.116864590619	76.2497272633123	78.7258064516129
