Tracks	Begin X	Begin Y	Begin Z	Begin R	Begin T	End X	End Y	End Z	Begin R	End T	Peak Displacement	Avg Sliding Velocity (micron/hr)	Avg Density (cells per 12 radii)
140	-854.144	1323.660	1105.200	12.744	0	-886.477	1364.259	1110.005	12.559	42	79.6850278032203	155.307733959	18.77
141	-847.025	1232.779	1097.755	11.381	0	-920.586	1258.205	970.425	17.659	118	161.010847848833	95.6964660489289	72.6810422960725
142	-952.197	1098.640	390.403	16.824	0	-945.442	1094.307	362.673	12.987	22	33.9895777555415	41.1347432095279	65.8181818181818
143	-807.069	1220.269	1066.005	14.873	0	-893.234	1142.000	992.265	17.526	118	246.970515062021	189.25313393746	65.2984798125647
144	-899.844	819.942	1115.785	15.744	0	-897.110	761.303	1225.600	14.630	57	124.520445317225	79.3124116246522	64.3020134228188
145	-924.024	1080.383	398.474	14.453	0	-931.894	1102.025	395.745	15.813	41	91.0018272673687	81.2876381480673	42.4666666666667
146	-746.783	1261.411	180.125	16.175	0	-847.724	1224.525	300.976	12.863	108	161.723921168144	135.832733232258	89.0967741935484
147	-911.985	1291.162	224.378	16.594	0	-941.386	1230.769	223.244	15.592	96	91.891499242313	91.5360324377539	68.4516129032258
148	-552.178	1236.342	1027.865	14.655	0	-607.900	1224.110	1070.775	14.201	21	71.3850909364134	80.6124434472311	62.6666666666667
149	-561.936	1216.237	990.630	17.133	0	-612.072	1277.254	1092.610	14.020	118	222.636155561041	95.7495148007984	85.156310211946
150	-613.183	1217.466	1020.450	15.975	0	-644.574	1249.569	1052.465	15.927	21	60.7873918917402	44.3438928730229	90.3809523809524
151	-534.725	1180.847	982.425	17.008	0	-543.929	1092.483	992.110	16.404	64	115.582373677823	47.6205951470013	87.046875
152	-544.451	1161.399	952.585	17.664	0	-546.825	1170.999	1012.100	17.678	75	94.973260126206	44.4243289027827	90.32
153	-507.447	1177.085	936.075	16.147	0	-510.919	1208.256	1007.315	15.133	57	117.980287582291	47.2797294871245	90.7017543859649
154	-487.751	1133.225	958.920	17.092	0	-542.262	1149.762	992.140	17.678	35	111.76195294464	121.323782694207	78.7972972972973
155	-482.349	1095.211	912.580	16.454	0	-446.841	1102.852	1018.570	17.678	118	145.229463054161	73.4128107153923	45.8894783377542
156	-484.457	1217.818	969.405	17.234	0	-541.778	1221.096	1026.005	14.765	75	169.38266850537	71.7044351855299	69.9857142857143
157	-447.825	1194.169	894.825	15.335	0	-498.580	1165.612	1062.255	15.324	54	188.046952639494	93.8331694467667	65.6190476190476
158	-351.041	1202.930	841.725	17.678	0	-320.666	1193.549	818.245	15.462	24	71.9474181121186	163.349727217885	31.0441176470588
159	-280.371	1228.109	775.125	14.048	0	-353.934	1309.604	971.885	11.930	32	235.265400834887	87.4273510832501	26.2316865417376
160	-913.114	965.317	247.848	17.678	0	-866.311	901.409	121.047	17.678	55	149.510022654001	46.3568777085196	97.9272727272727
161	-1131.624	834.816	520.535	13.567	0	-1190.069	833.131	564.735	13.213	33	73.2959565733335	44.0769507982818	13.8787878787879
162	-1186.434	793.449	599.680	13.742	0	-1228.895	766.525	618.660	12.694	89	85.6024360868311	59.5291124236727	17.2989651207359
163	-809.501	1230.144	220.545	17.678	0	-880.500	1182.773	238.227	15.059	38	110.080704399091	49.5850440985887	99.5789473684211
164	-595.791	1176.061	1074.630	15.231	0	-668.276	1154.037	1133.700	14.927	62	96.0645444531955	726.482917335488	84.6503831417624
165	-619.735	1121.371	1066.380	15.885	0	-635.594	1114.669	1083.150	11.276	21	36.1869638544049	50.2118857837268	74.6666666666667
166	-594.678	1093.826	1047.855	15.811	0	-578.319	1106.001	1079.250	16.703	69	73.3546042522212	59.6885234407707	83.6642857142857
167	-659.099	1154.125	1002.170	17.678	0	-726.136	1151.453	1017.265	12.859	20	68.7674194513651	45.4100153261388	101.45
168	-710.594	1130.151	1042.855	17.058	0	-831.800	1171.111	1086.015	16.863	118	156.077578947138	90.1956352433619	91.3542992183239
169	-650.044	1251.899	245.401	16.138	0	-663.989	1249.986	229.821	13.645	42	36.5642761722422	34.5300085961164	98.1666666666667
170	-728.176	1169.939	232.837	17.678	0	-761.108	1116.533	252.505	15.751	29	76.3581631130557	44.0503696526601	103.448275862069
171	-1030.723	894.295	924.960	14.392	0	-1107.061	901.365	865.925	16.957	110	105.767290907917	713.655372469195	31.3837555886736
172	-1059.727	901.688	864.635	11.379	0	-1067.747	904.659	910.150	15.287	23	46.4221773509171	22.4118732562488	30.6086956521739
173	-1155.382	775.071	837.390	13.245	0	-1208.864	750.221	858.175	14.687	115	105.862538818035	42.1068046941721	34.4022435897436
174	-563.350	1100.730	263.370	16.120	0	-521.639	1191.195	277.415	17.135	77	132.23646603339	66.4003835675313	70.2384105960265
175	-496.252	877.904	372.316	14.178	0	-475.005	892.636	389.156	16.807	27	76.7426103413221	77.2502639097874	35.0476190476191
176	-958.980	1209.315	293.068	16.551	0	-972.627	1212.438	303.599	14.795	46	34.647708870862	25.1147418908128	78.4565217391304
177	-916.330	1199.200	282.808	17.008	0	-933.825	1174.569	288.159	17.678	31	52.3672055870847	34.3344501791194	86.1290322580645
178	-693.961	1357.495	182.501	13.497	0	-721.763	1387.081	153.392	12.863	26	52.7008126123307	36.0231748970792	58.6538461538462
179	-534.379	1218.189	314.866	16.198	0	-529.350	1239.409	295.275	15.939	25	38.0946379953924	31.6451655967592	93.64
