Tracks	Begin X	Begin Y	Begin Z	Begin R	Begin T	End X	End Y	End Z	Begin R	End T	Peak Displacement	Avg Sliding Velocity (micron/hr)	Avg Density (cells per 12 radii)
22	649.033	958.319	-969.321	17.073	0	698.487	957.390	-964.140	12.780	55	54.9410150343074	31.7165571022344	65.5090909090909
23	647.184	920.269	-968.611	16.332	0	686.790	934.632	-946.424	12.050	24	47.6150603695931	31.5670119878729	41.6666666666667
24	669.149	922.112	-935.137	15.458	0	685.835	874.240	-964.115	12.633	54	62.1348562241839	20.6189202365905	35.4074074074074
25	523.570	1159.506	-548.900	15.735	0	466.665	1053.391	-617.425	13.799	25	145.810827790669	76.0747928548191	82.32
26	629.737	756.652	-1035.922	15.854	0	619.215	739.661	-1146.768	12.554	118	117.204212266454	34.1623170766002	25.3053892215569
27	670.254	882.656	-653.445	15.338	0	723.748	823.035	-638.285	16.706	118	116.156569224474	69.6677108856608	40.9706717123936
28	671.059	970.085	-918.974	16.009	0	707.839	938.151	-968.703	17.148	118	79.1960780215788	72.8755620511424	74.6210089962956
29	634.661	834.168	-585.450	16.079	0	634.301	783.385	-551.430	12.501	36	66.3153945400313	23.4598090226425	29.6944444444444
30	313.757	1245.568	-486.050	14.651	0	360.891	1190.027	-340.740	14.246	118	162.546647879924	96.7033720710469	130.100180814152
31	639.255	1041.870	-887.050	17.354	0	727.151	1001.651	-854.125	12.462	118	124.146594467992	111.065946837852	71.7241067075294
32	-62.055	1217.535	-735.195	13.421	0	-66.529	1375.585	-548.870	15.438	118	255.576603692513	81.8116549283197	63.416104937147
33	193.145	1199.162	-543.975	14.699	0	95.189	1253.696	-453.985	13.813	111	143.762078421258	69.3608424813798	98.984984984985
34	300.571	1201.940	-524.380	16.913	0	238.710	1219.164	-448.390	13.329	72	99.488339000106	55.9306996967165	97.2815533980583
35	447.594	1183.871	-484.600	17.565	0	453.956	1133.935	-485.010	11.446	45	54.6004588350684	35.5639254795398	92.2444444444444
36	550.504	1218.993	-1071.628	15.530	0	604.418	1162.409	-1023.034	17.678	118	132.574104782948	70.1551941229144	104.76045701007
37	566.852	1151.193	-1031.247	16.170	0	598.942	1190.088	-966.549	13.786	47	98.437861156163	31.4812819037561	79.9787234042553
38	470.419	1299.528	-1112.976	13.481	0	515.371	1319.460	-1055.316	12.816	22	88.7999615202621	80.3461671961785	45.5454545454545
39	346.825	1301.886	-1107.366	16.549	0	389.389	1302.064	-1268.397	16.689	118	190.825693015904	64.6592211344817	126.075691092584
40	189.860	1252.710	-1044.078	16.551	0	135.780	1216.489	-1086.678	14.940	63	81.2161734939537	35.3428645000555	97.8095238095238
41	652.784	1264.765	-1038.243	15.847	0	716.252	1251.141	-947.253	16.895	118	129.783102790772	28.6901491550213	66.1694915254237
42	369.827	1341.159	-500.310	13.760	0	456.363	1321.424	-454.845	11.820	95	115.838833052651	37.3616931257539	95.1052631578947
43	369.255	1321.179	-508.405	11.536	0	477.678	1333.989	-383.595	15.757	118	173.596582987684	60.5797819741138	100.596363636364
44	328.528	1438.650	-506.030	13.019	0	386.294	1361.674	-534.070	12.990	26	100.241991859699	103.61583138152	41.6317991631799
45	237.149	1408.514	-1115.892	13.392	0	266.005	1443.676	-1134.396	14.226	56	105.910166551658	131.835721089165	62.4351145038168
46	188.055	1381.221	-538.250	15.686	0	189.837	1375.101	-471.130	13.428	24	73.1363542706362	76.3387402247467	41.032967032967
47	168.632	1074.270	-625.790	13.767	0	129.222	1075.372	-577.495	11.746	40	64.8940392100846	39.2888175215884	74.4
48	252.784	1422.184	-470.480	12.102	0	421.570	1449.839	-518.300	12.267	39	177.595791675929	218.750873917224	34.3208955223881
49	60.292	1278.054	-605.505	12.195	0	101.991	1270.137	-584.370	14.512	21	118.132060512801	94.0784189230673	43.9047619047619
50	698.911	896.915	-828.650	14.559	0	726.946	847.326	-766.890	14.203	32	84.019805676995	112.436798309813	43.8224299065421
51	173.308	1445.925	-1085.150	12.225	0	289.606	1476.801	-1072.356	17.678	68	146.113380978609	104.414456926828	64.7946428571429
52	124.494	796.262	-584.910	17.678	0	9.433	667.954	-500.460	14.657	118	200.719687925724	75.4013019064017	45.7442946058091
53	572.430	1129.659	-1053.274	14.064	0	701.178	1138.267	-1025.141	14.029	118	136.542184126372	707.378628334361	86.6670902160102
54	562.408	1112.411	-1017.098	15.702	0	603.120	1135.507	-1070.488	14.716	118	87.5798672013151	82.293446721763	116.375748502994
55	508.908	1101.059	-1083.646	13.313	0	546.035	1106.791	-1167.306	13.007	118	91.7074999822807	57.7624997813977	119.135416666667
56	500.085	1310.075	-475.445	14.156	0	552.155	1314.077	-495.570	13.610	77	132.524149184215	75.9241451933709	70.3907284768212
57	648.165	946.378	-671.885	13.918	0	705.118	943.311	-679.715	17.391	118	59.0517068762623	15.9536301337802	68.9406779661017
58	551.206	734.444	-450.645	12.848	0	496.287	711.115	-509.025	13.621	68	83.4779204460677	53.8525783440242	17.3890675241158
59	404.654	1493.601	-461.150	15.672	0	588.395	1446.406	-561.445	16.200	87	230.720549336205	64.2951215972039	34.9767441860465
60	553.641	744.975	-502.195	14.279	0	563.999	757.852	-409.190	11.695	98	94.4618193663451	22.1956623743117	28.6632653061224
61	532.491	1405.967	-1127.938	14.006	0	588.000	1407.787	-979.163	13.586	43	195.365713404374	71.3264988652111	32.3720930232558
62	544.241	1034.875	-1045.131	16.807	0	530.715	1015.606	-1206.211	15.619	118	164.576046792964	103.221659410504	101.558252427184
63	554.835	1402.270	-1115.439	12.941	0	689.989	1404.946	-1026.068	14.912	118	184.167878388171	66.4259301710198	33.715852442672
64	662.292	1020.486	-793.850	14.647	0	682.113	964.428	-771.920	14.927	21	77.2741191991212	44.0920497844118	45.1428571428571
65	693.303	778.465	-664.840	16.407	0	671.321	775.259	-554.315	17.678	118	112.735364393787	79.9391984748636	31.5054282267793
66	252.513	1259.110	-1080.051	13.697	0	188.942	1277.162	-1181.468	14.864	105	178.366605408636	112.590794570574	118.685146053449
67	141.730	1156.530	-1024.444	15.582	0	140.595	1188.035	-1042.456	12.196	66	62.6314680651828	81.7358825443256	99.7214285714286
68	159.715	1125.259	-1027.862	12.499	0	125.610	1109.360	-1077.997	13.493	53	118.429522860645	81.9983863834248	84.5108531044927
69	167.069	1294.189	-1081.840	14.639	0	119.459	1258.477	-1069.784	11.851	27	85.5754659993154	43.9765472822554	52.1481481481481
70	251.274	1277.326	-487.825	13.626	0	247.106	1298.767	-469.075	14.490	23	33.1490595643375	32.3266757053261	50.6521739130435
71	95.541	1124.270	-615.465	13.434	0	-20.920	1124.815	-503.770	14.239	104	164.74516414754	61.8517425916712	99.7989629038692
72	336.602	1167.363	-1102.321	13.500	0	305.591	1263.977	-1161.219	13.708	81	128.977556598038	102.44220514944	112.6866359447
73	315.692	786.946	-470.810	11.567	0	375.674	689.904	-371.235	15.832	118	151.427113533211	79.5249295738251	44.3318726640031
74	343.686	1248.854	-461.795	15.048	0	429.308	1258.636	-489.780	13.068	56	93.1129343700433	30.305434077664	87.0535714285714
75	392.325	835.506	-460.340	14.199	0	350.754	760.126	-372.955	14.710	118	127.629956659869	54.4994396624929	57.6771410967344
76	708.745	862.836	-786.995	17.184	0	727.741	935.960	-715.690	15.421	118	103.886334120518	106.304293527212	48.902981630204
77	172.066	777.757	-982.840	17.237	0	54.761	736.736	-1149.000	14.722	92	207.490556570655	49.8220099039818	49.8962962962963
78	139.779	765.888	-948.594	16.008	0	-58.611	805.015	-1012.834	17.656	118	216.858579302272	39.8549303217356	53.05
79	107.041	699.690	-960.257	16.772	0	21.765	626.744	-1163.733	17.291	118	236.334808432867	48.3191175041103	51.0218340611354
80	461.370	918.536	-1094.811	17.434	0	455.766	907.189	-1232.704	11.602	90	138.472519562547	35.4057206497952	92.0606531881804
81	429.219	920.946	-1111.960	17.678	0	402.220	934.774	-1261.245	16.427	118	161.99245853434	1254.99964040823	91.4051898905257
82	94.762	1092.505	-621.120	12.973	0	-24.551	1250.240	-566.825	16.586	118	223.397636229661	189.538924596393	95.4809032509247
83	485.381	1063.133	-532.215	17.661	0	502.694	1014.072	-428.400	16.724	118	118.99551034808	62.6685133835739	111.04203425013
84	333.256	1212.654	-540.310	16.221	0	341.220	1211.398	-520.045	15.655	21	33.4531641253857	30.5207018686799	96.5714285714286
85	135.801	1316.590	-521.270	12.229	0	109.681	1293.074	-506.180	14.270	35	43.2933925097121	41.7434761128864	54.1714285714286
86	186.576	1038.267	-588.255	17.334	0	89.385	1048.989	-417.270	13.412	118	201.613679005171	52.362347963765	96.5261845386534
87	201.276	1085.835	-544.555	15.239	0	142.293	1091.977	-485.315	11.544	74	83.8218113202047	33.4791880886997	102.675675675676
88	188.819	1004.574	-625.315	17.157	0	1.301	989.309	-571.045	13.215	109	195.809227180437	28.8516650936494	101.220183486239
89	552.284	1049.101	-612.440	16.440	0	619.695	1020.866	-545.855	15.653	118	116.258173415894	103.760554321974	115.161863195124
90	501.114	945.944	-525.085	15.942	0	541.765	890.331	-433.325	15.817	118	114.739736665202	54.2057267103562	76.0655421686747
91	628.372	1050.416	-717.740	11.849	0	705.900	1096.794	-828.865	14.362	118	143.214089017108	62.5853835652007	58.4727272727273
92	177.086	1284.662	-1044.676	12.250	0	116.290	1310.365	-1005.119	13.888	22	76.9595876808081	56.1246630631823	47.7727272727273
93	232.939	878.966	-636.220	14.360	0	161.779	887.525	-445.740	13.390	118	209.421642188672	36.942743085665	86.9725609756098
94	299.969	1146.267	-1121.575	15.500	0	282.499	1085.204	-1126.865	12.239	23	63.732840584741	287.266331751213	53.8714285714286
95	428.249	980.428	-1084.846	16.901	0	452.967	971.476	-1128.972	13.748	30	51.8333921425176	31.7681625471675	65
96	480.611	1223.785	-498.825	15.460	0	522.297	1176.358	-390.950	12.409	118	124.996234143273	74.4274784539539	122.805459770115
97	269.845	782.429	-485.185	14.979	0	205.264	781.966	-439.290	13.501	72	85.2767551270568	25.0102316058522	36.7222222222222
98	244.618	773.487	-498.355	14.725	0	145.170	741.545	-390.950	16.606	118	152.552717789622	75.469925847638	46.5556130367305
99	313.916	951.928	-1067.687	16.706	0	232.121	916.930	-1274.874	13.236	118	225.481118939037	71.7940859656427	83.348121761658
100	393.574	709.294	-443.205	14.369	0	328.576	675.981	-391.815	14.231	75	95.2998657973871	47.773011654596	15.2100840336134
101	324.339	1099.821	-1105.390	15.718	0	225.455	1095.940	-1124.548	11.780	38	100.797502851013	38.7715105892075	88.2631578947368
102	286.701	925.638	-1007.043	17.181	0	215.701	894.794	-1070.611	12.215	32	100.166076892329	48.7107037788242	51.375
103	273.288	1178.630	-1118.964	15.314	0	240.264	1228.452	-1271.215	16.097	118	177.830859844404	115.945689746223	108.184994705793
104	455.739	1054.730	-545.730	16.019	0	420.511	966.279	-507.140	16.976	118	162.962863800315	70.1656703753556	98.2106481481482
105	239.928	1171.639	-1073.733	12.520	0	175.082	1175.100	-1084.151	17.678	21	65.7686624540898	49.6754708077611	69.5238095238095
106	208.196	1135.199	-1044.226	16.271	0	188.009	1175.814	-1080.340	14.639	69	67.2975875570587	88.9122662422486	111.46288209607
107	425.010	1048.204	-551.030	17.361	0	447.140	1081.395	-461.715	13.105	82	97.8189583158602	57.3099530110301	101.60824742268
108	381.836	981.386	-552.800	16.005	0	405.824	926.264	-440.060	12.833	111	145.714927725336	104.443167336688	112.911286576869
109	564.140	889.404	-1060.915	14.497	0	612.539	888.251	-1127.250	16.165	118	100.856542807098	57.6784917768193	52.2867936407996
110	394.584	869.132	-1113.041	17.678	0	312.324	849.466	-1265.909	15.179	118	176.201126775625	111.431518746623	84.6642630163774
111	519.546	872.592	-1093.589	16.214	0	499.423	846.895	-1193.939	17.343	118	119.926671370467	80.0067644259333	66.8462573191961
112	368.986	783.061	-1123.328	16.241	0	324.545	701.325	-1272.824	15.729	99	176.081884908698	417.667445976192	54.9799366420275
113	330.339	816.790	-1110.586	17.258	0	305.670	834.360	-1226.876	14.541	90	134.627444950872	53.1919792081177	84.0805084745763
114	272.184	701.170	-1105.457	14.127	0	277.566	688.016	-1212.244	13.054	59	107.925107171594	29.8324490039923	31.5762711864407
115	417.301	1198.421	-519.270	13.397	0	583.704	1289.770	-478.435	12.484	118	194.170274334152	51.3614879820541	120.086111111111
116	495.704	979.279	-1048.780	17.678	0	499.859	902.966	-1173.937	17.179	118	157.462946517586	81.6806477680654	102.957772526456
117	108.390	1316.779	-1009.978	14.800	0	96.784	1395.745	-1068.892	13.101	64	99.2027609898031	66.6846948392672	66.656836461126
118	378.290	898.510	-1083.528	16.805	0	310.702	884.470	-1204.664	17.373	118	139.424495121912	136.385011079038	98.4526015680684
119	419.989	782.491	-1124.889	17.678	0	416.611	765.763	-1248.707	15.368	118	131.481133623802	57.685985380682	48.7043650793651
120	509.576	1233.267	-1101.522	14.335	0	657.034	1248.961	-1078.577	13.844	118	185.23476894471	84.6743396431823	98.9078181664839
121	309.020	1313.844	-1094.597	16.980	0	310.245	1352.618	-1205.682	13.361	109	127.972158835428	50.967103699526	114.279373368146
122	111.154	1292.445	-1056.331	13.932	0	123.949	1247.372	-1086.066	12.769	47	125.898692233081	101.055704422761	62.8777197563098
123	346.459	1227.320	-1110.399	16.152	0	363.754	1213.646	-1207.656	16.240	118	104.406626868221	71.1510531152579	128.073121191605
124	291.275	1081.245	-1101.160	17.475	0	301.326	981.244	-1129.058	12.594	63	104.304942385296	62.7971556971552	87.0202429149798
125	327.851	1154.926	-500.650	16.218	0	347.846	1138.621	-364.615	16.424	118	139.412486234196	27.8294821200745	122.364406779661
126	117.339	1192.352	-1054.562	14.148	0	71.024	1182.740	-982.848	14.335	25	92.6251068609369	58.3142446853792	48.96
127	511.071	970.030	-536.515	17.224	0	618.959	922.120	-514.765	16.810	118	120.034374843209	55.870852290465	89.9897540983606
128	473.476	998.444	-550.120	17.113	0	512.279	967.306	-506.290	13.786	86	79.8018056249356	49.8518245006351	89.2193308550186
129	463.842	1036.806	-547.760	14.770	0	417.548	939.713	-473.640	15.852	111	181.820537063336	80.3132331020702	121.043193942523
130	369.163	1397.726	-474.940	13.779	0	453.924	1343.851	-456.900	12.371	41	117.050593377394	49.1168440604645	56.5121951219512
131	214.070	1384.559	-487.625	13.051	0	310.606	1496.152	-508.390	10.778	25	149.007993644636	69.0177265412967	35.64
132	165.195	1333.807	-535.535	14.498	0	182.804	1277.719	-453.755	16.528	118	106.892501074678	90.6394275784923	82.3415977961432
133	384.586	1014.523	-602.325	17.678	0	356.810	1018.426	-542.625	13.354	50	67.6235033180034	35.2544898628049	88.68
134	654.190	1143.642	-633.980	16.581	0	687.801	1148.309	-737.175	17.678	118	125.508203915123	134.370881857786	76.618913247956
135	111.096	650.569	-552.465	14.281	0	-47.220	557.911	-536.550	16.820	93	184.126988909828	31.2047574616957	29.4301075268817
136	502.115	681.130	-417.545	13.071	0	476.693	650.100	-391.220	12.245	25	47.9806691178854	16.5941552923844	7.96
137	414.635	1004.784	-592.015	17.652	0	396.706	1074.112	-487.845	15.483	118	129.964885257519	45.8256004758574	104.015982824427
138	398.444	1001.298	-522.355	16.519	0	273.786	1035.924	-487.750	17.023	118	133.925661712011	84.6200662496313	124.390787518574
139	363.795	992.136	-539.075	17.168	0	363.186	969.386	-421.690	14.856	113	150.513571750191	39.9164029020457	86.848
140	489.156	1456.919	-1135.173	12.824	0	666.855	1486.511	-1042.615	16.473	118	206.15135303946	121.361935115206	55.5335836462245
141	569.580	679.400	-1082.676	16.662	0	631.486	665.875	-1169.688	12.460	91	107.639986087885	20.4338506217864	24.1208791208791
142	571.881	641.224	-1086.237	14.708	0	582.513	622.530	-1100.152	15.127	25	25.6150792503167	29.9561359966652	11.84
143	335.043	1002.215	-550.700	17.678	0	293.882	998.671	-392.885	14.111	111	164.391889276813	64.0011552514856	114.576441102757
144	213.982	731.207	-904.945	13.327	0	197.339	774.194	-928.328	15.183	25	75.6607165311035	613.495842994277	20.0215827338129
145	628.538	1076.559	-965.503	15.996	0	718.651	1081.375	-995.547	13.490	118	96.170104382807	67.6196415429767	91.0105386416862
146	582.275	1069.341	-963.651	16.538	0	618.132	1086.349	-878.695	16.202	35	105.644497282158	37.9384076428524	67.4
147	601.855	1061.553	-973.418	15.665	0	662.750	1114.264	-897.910	17.678	118	129.13349245645	110.38874638413	97.4778135417864
148	495.615	1614.112	-1113.795	14.668	0	609.696	1558.612	-1039.621	11.655	91	252.760457115032	205.89154870386	25.7576724399878
149	641.055	1059.878	-946.192	16.442	0	701.038	1026.665	-987.027	12.321	117	79.8032636112083	44.1648836518818	78.1519756838906
150	660.345	844.719	-975.071	16.628	0	692.001	750.344	-1042.842	17.678	118	128.568291930787	66.7335584656421	37.7279133722929
151	356.639	1101.503	-523.735	17.101	0	262.072	1063.472	-413.055	12.702	118	156.165217718287	97.8537029557202	117.841868317389
152	77.692	970.436	-639.385	14.494	0	45.397	943.709	-510.870	12.011	116	135.179158079195	70.6621569767702	109.788051948052
153	168.361	959.396	-620.070	17.678	0	85.350	957.475	-626.890	12.975	41	83.3128367179992	51.1923513227452	71.7073170731707
154	497.514	968.447	-581.600	17.102	0	494.594	916.622	-478.535	17.678	118	125.413123416172	71.0961937174428	81.3939393939394
155	690.106	911.079	-896.540	17.678	0	720.949	869.799	-951.938	17.444	118	80.8105642660661	55.2111925128858	43.3933747412008
156	511.160	998.810	-555.795	16.816	0	485.774	954.420	-521.500	12.257	68	71.5186445690911	21.0400386761423	95.0294117647059
157	513.916	909.500	-507.625	16.690	0	542.034	857.841	-455.985	17.678	118	78.2685364945582	19.9506703626716	76.0762711864407
158	530.724	911.711	-539.295	17.678	0	511.645	879.274	-483.505	15.096	76	71.0707472945093	25.7046831279467	72.9078947368421
159	442.170	954.859	-519.795	16.834	0	276.900	932.526	-478.365	15.385	101	171.84114958007	29.7597716106706	87.2673267326733
160	636.530	1085.110	-912.290	15.950	0	616.349	1098.188	-883.340	16.621	24	57.7333007024542	46.1743078073339	58.3333333333333
161	658.171	1075.459	-908.850	15.502	0	722.998	1106.835	-849.510	15.939	118	96.549777943815	67.2149966644382	72.4810810810811
162	409.690	944.479	-542.705	17.116	0	283.714	919.330	-411.575	11.965	102	183.568792764457	31.7589167595344	85.2647058823529
163	222.406	1256.416	-1092.024	15.499	0	193.933	1285.098	-1165.303	12.156	65	97.8188622148102	70.8952065512311	107.608397600686
164	231.110	1234.668	-1059.672	14.951	0	188.181	1217.878	-1044.351	15.869	32	48.5750572001721	29.108911513958	89.5
165	109.377	1256.481	-1039.474	14.459	0	-110.239	1351.912	-1007.949	17.249	118	241.520369414259	146.415558563457	78.8397344314648
166	190.786	1170.854	-1062.639	13.899	0	183.581	1131.351	-1088.024	16.197	34	55.307900855122	39.325634756377	79.9411764705882
167	170.249	1187.541	-1069.186	14.935	0	172.589	1225.280	-1026.917	13.429	53	56.7131032654712	41.2702562482144	90.7169811320755
168	439.483	982.014	-526.635	16.197	0	425.716	891.836	-455.260	12.048	96	135.904507909046	32.1768753375529	76.8020833333333
169	491.923	1147.182	-537.930	15.161	0	544.368	1094.246	-595.235	17.348	40	105.218824556255	38.5612681597954	99.95
170	328.460	1209.852	-481.385	14.834	0	264.686	1182.179	-400.185	11.509	87	107.148161967436	91.2321190413871	113.205479452055
171	180.183	1339.170	-1044.367	12.625	0	150.761	1326.537	-1060.916	14.968	51	62.4697245791912	135.3754042095	66.1727272727273
172	101.804	1344.486	-1032.363	12.543	0	134.907	1415.309	-1008.143	14.803	21	82.5805059139262	70.4282213355041	30.047619047619
173	138.786	1513.966	-1027.789	11.793	0	227.736	1590.850	-967.299	13.844	44	147.423194830393	211.869070574326	15.9833333333333
174	120.301	893.645	-517.540	13.200	0	122.700	898.369	-515.220	12.249	21	27.6350343766749	28.4828473247452	29.1904761904762
175	59.084	614.732	-610.495	12.038	0	15.461	532.739	-477.290	12.715	42	162.386545634175	40.7144972524809	15.2857142857143
176	652.649	931.269	-650.985	16.026	0	721.660	906.574	-636.130	13.260	118	79.5816306568293	19.5506873603983	51.4237288135593
177	126.957	828.119	-630.820	12.721	0	-35.861	746.899	-535.990	12.597	94	211.407188508338	90.6506974060491	66.9451371571072
178	681.819	914.980	-688.140	15.428	0	735.312	901.880	-687.095	13.635	72	55.0836007719176	17.8666019611256	55.6111111111111
179	83.491	1042.519	-643.565	14.611	0	65.794	1014.046	-579.410	13.866	37	72.3861835090096	43.2126085819304	51.027027027027
180	559.368	1104.844	-1058.336	16.344	0	631.071	1048.960	-1064.004	13.452	118	91.0849487511521	23.2507201922838	108.963157894737
181	283.938	969.067	-548.690	17.445	0	243.575	931.294	-382.165	12.760	118	175.460955551371	103.22850258245	95.9587261881855
182	702.505	884.926	-738.340	15.644	0	756.269	890.071	-790.500	12.791	118	75.0846477051068	64.4964817770009	49.065530910011
183	626.174	1135.480	-1001.427	14.016	0	628.360	1111.381	-931.706	16.154	25	92.4533409834389	41.7565525216197	71.32
184	593.711	1091.080	-980.206	16.557	0	694.684	1151.074	-903.495	15.338	118	141.047212556647	66.7207536653813	94.4430128840436
185	681.321	857.827	-930.564	16.433	0	727.342	826.306	-952.517	16.885	118	62.2658356484517	49.5014806410533	43.9727891156463
186	684.945	933.665	-856.885	13.815	0	720.065	926.440	-886.930	15.013	118	66.4208957783619	64.4406385079908	62.7981927710843
187	580.394	1063.041	-1015.830	16.997	0	576.458	1067.905	-997.881	16.463	27	45.3335660520987	30.9328760816967	82.8148148148148
188	465.413	1008.585	-1029.266	17.678	0	464.137	1071.096	-1047.091	17.678	49	84.7444245894678	63.0117114387218	101.300194931774
189	385.396	991.976	-1074.832	16.746	0	408.429	1007.780	-1112.149	15.428	35	47.810695508432	36.258264347674	63.9714285714286
190	663.621	1018.380	-836.185	15.735	0	683.641	1031.075	-777.780	12.485	58	63.0325903798979	113.940653039551	51.0671641791045
191	311.663	1285.080	-483.435	13.532	0	358.308	1290.445	-482.515	12.928	62	75.0106953307326	33.3306696473993	96.6774193548387
192	329.727	1067.933	-1075.758	17.678	0	251.725	1099.795	-1150.894	13.257	94	113.139071845229	44.3552135069002	130.831978319783
193	118.986	1160.320	-578.500	15.502	0	-3.538	1215.592	-437.120	12.197	109	195.07800737141	128.904229314722	106.636011477762
194	390.768	1218.519	-527.135	16.451	0	470.886	1272.779	-485.980	14.996	118	108.830366768655	65.9518885652514	112.040863981319
195	372.531	1184.935	-497.330	17.649	0	354.769	1196.562	-338.650	12.873	114	162.174655637063	46.2385613170687	107.171830985915
196	260.955	962.363	-1056.888	15.686	0	161.442	1015.009	-1060.301	14.032	48	112.63253106452	38.8108723303461	66.9791666666667
197	429.194	1229.700	-501.800	16.147	0	521.977	1183.747	-472.170	17.084	58	125.671381455763	42.6439170880793	92.7241379310345
198	314.441	935.562	-1017.830	16.198	0	283.149	926.349	-1024.516	12.656	20	33.2982166038963	36.2307291172125	56
199	295.465	1007.679	-1067.091	17.186	0	194.764	979.650	-1103.570	16.398	39	110.711488486968	79.7239566985736	79.1922077922078
200	122.199	745.300	-756.500	15.082	0	111.816	690.190	-818.500	14.854	48	98.8963097895973	51.0896027489136	22.8125
201	321.362	1010.606	-1023.934	16.709	0	367.755	1071.256	-1189.591	16.952	118	193.714444007152	35.129412507648	133.302798982188
202	323.510	987.376	-1017.838	17.006	0	327.156	995.539	-1176.879	12.213	88	159.292082559052	93.0303006819191	112.079754601227
203	322.779	1098.963	-561.000	17.456	0	221.863	1132.636	-408.940	11.969	118	185.580585151034	73.044346895697	107.801801801802
204	439.317	1409.924	-460.650	15.933	0	511.112	1358.956	-513.220	17.192	90	170.566433362488	96.0613042186595	86.0945757997218
205	159.874	1396.039	-501.250	13.539	0	173.309	1416.911	-452.180	13.347	66	68.1101472983284	58.283241796625	49.984375
206	221.884	1711.950	-587.970	13.659	0	344.746	1707.163	-683.725	16.292	81	173.697437672523	55.1859171065257	31.4814814814815
207	253.956	1160.955	-564.780	16.076	0	217.356	1228.055	-492.780	13.028	75	119.108865643998	36.7462927828587	119.773333333333
208	232.901	1150.090	-549.345	15.583	0	145.412	1317.847	-402.925	15.423	118	239.239529697749	115.913006124565	130.231863247863
209	159.368	1119.646	-614.070	14.476	0	119.843	1141.928	-604.740	16.575	25	49.4454722800784	34.9668247178262	63.56
210	220.500	969.274	-598.600	16.646	0	171.108	931.507	-658.270	14.511	35	93.8412613193151	44.4732716508826	65.5142857142857
211	262.891	1156.574	-1103.609	13.187	0	234.699	1156.230	-1163.274	13.170	62	65.991055643928	30.2908414580367	86.8064516129032
212	71.481	876.048	-579.075	15.849	0	22.059	982.983	-559.045	11.489	36	137.957561532523	460.93908095695	25.9369369369369
213	338.112	883.806	-485.555	15.801	0	334.211	856.378	-416.580	14.155	52	76.4486286665759	21.5666946961247	45.5576923076923
