Tracks	Begin X	Begin Y	Begin Z	Begin R	Begin T	End X	End Y	End Z	Begin R	End T	Peak Displacement	Avg Sliding Velocity (micron/hr)	Avg Density (cells per 12 radii)	Region
185	631.187	559.310	143.974	10.000	31	645.420	532.024	183.437	10.000	120	50.0443049107488	9.51089178687207	120.662921348315	aFHF
186	163.847	608.300	160.259	10.000	38	153.989	585.701	207.971	10.000	120	53.7642952432188	8.70119246625954	92	aFHF
187	578.631	625.244	115.473	10.000	31	581.471	616.416	148.818	10.000	120	34.6105216516596	7.72070978259535	100.752808988764	aFHF
188	585.046	617.563	120.210	10.000	31	586.196	598.337	185.410	10.000	120	67.9853041178754	9.56483856419885	122.078651685393	aFHF
189	582.641	610.036	63.930	10.000	52	573.933	622.138	99.080	10.000	120	38.18128033474	11.5245000076952	84.7941176470588	aFHF
190	374.882	207.150	443.011	10.000	0	383.372	330.242	371.845	10.000	120	142.437074246841	14.4026731801841	43.0583333333333	aFHF
191	372.826	208.473	441.944	10.000	0	390.082	327.292	374.591	10.000	120	137.666811200086	13.7212204626078	43.0333333333333	aFHF
192	611.128	612.998	185.467	10.000	10	585.872	592.311	253.527	10.000	120	75.484972709805	9.52490329799089	99.6454545454545	aFHF
193	344.830	208.982	437.061	10.000	0	365.414	323.322	375.163	10.000	120	131.638516627923	13.8161893689157	40.7916666666667	aFHF
194	317.420	221.242	428.023	10.000	0	354.775	314.184	359.808	10.000	120	121.18951115505	12.6212011768211	40.2083333333333	aFHF
195	311.128	241.491	434.915	10.000	0	343.535	324.278	354.646	10.000	120	119.779018943219	11.8251177615003	40.8666666666667	aFHF
196	306.249	230.181	431.084	10.000	0	341.586	321.592	369.830	10.000	120	115.571307018654	11.9167186118848	40.1666666666667	aFHF
197	300.952	228.550	438.417	10.000	0	338.523	332.221	378.479	10.000	120	125.506255326179	12.9853893859843	39.575	aFHF
198	600.578	572.253	118.199	10.000	36	586.661	572.009	179.000	10.000	120	62.3739050084248	8.98368489223994	134.345238095238	aFHF
199	176.825	314.013	359.706	10.000	0	218.435	354.789	343.673	10.000	120	60.4245923858821	8.19362611262528	55.9666666666667	aFHF
200	179.389	319.103	346.454	10.000	0	217.119	352.712	332.475	10.000	120	52.4264267521638	7.65096735425999	57.5	aFHF
201	182.167	323.988	362.114	10.000	0	227.384	342.161	340.655	10.000	120	54.0639523712427	7.34429490272704	57.2	aFHF
202	201.604	314.948	369.460	10.000	0	232.178	348.915	326.353	10.000	120	62.8230850404531	8.02255922559463	57.1833333333333	aFHF
203	189.705	318.042	376.187	10.000	0	236.005	351.428	316.324	10.000	120	82.7157407329463	9.35450215129195	57.6916666666667	aFHF
