Tracks	Begin X	Begin Y	Begin Z	Begin R	Begin T	End X	End Y	End Z	Begin R	End T	Peak Displacement	Avg Sliding Velocity (micron/hr)	Avg Density (cells per 12 radii)	Region
202	201.604	314.948	369.460	10.000	0	156.275	294.121	366.866	10.000	119	49.9520871035435	6.51826816197174	42.8655462184874	aFHF
203	189.705	318.042	376.187	10.000	0	160.100	296.737	356.955	10.000	119	41.2338316676973	6.85522414545491	43.1596638655462	aFHF
204	210.087	262.857	380.989	10.000	0	226.420	273.852	360.136	10.000	119	28.6793396541831	5.53261843986173	41.4957983193277	aFHF
205	295.538	245.589	416.427	10.000	0	260.793	211.912	457.317	10.000	119	65.6824515148453	7.07988222704061	28.0420168067227	aFHF
206	271.021	262.548	421.380	10.000	0	255.379	203.120	417.618	10.000	119	66.5797757956573	7.90341217826359	29.2857142857143	aFHF
207	264.753	243.043	409.198	10.000	0	258.239	213.535	436.190	10.000	119	46.3354178463948	6.01021636386929	28.9915966386555	aFHF
208	257.312	234.370	404.553	10.000	0	257.029	207.254	447.532	10.000	119	61.2337196485727	7.25596026192518	27.4201680672269	aFHF
209	215.363	304.293	379.239	10.000	0	185.474	279.770	372.005	10.000	119	39.3326913139694	6.61291253878585	43.5126050420168	aFHF
210	205.689	294.619	387.861	10.000	0	174.246	286.649	378.223	10.000	119	33.838944915585	5.30248876102152	42.5378151260504	aFHF
211	198.231	282.981	403.516	10.000	0	188.535	269.578	397.784	10.000	119	17.5073884117535	5.79832272846461	41.453781512605	aFHF
212	269.403	221.499	412.080	10.000	0	265.571	199.770	452.994	10.000	119	49.4033086543806	5.70378660563506	27.563025210084	aFHF
213	243.785	241.238	386.312	10.000	0	222.587	217.546	402.261	10.000	119	37.4346801108277	5.59015753046748	33.6218487394958	aFHF
214	236.602	263.394	404.142	10.000	0	205.314	217.067	380.333	10.000	119	60.7618165791642	7.76612497415723	38.2773109243698	aFHF
215	234.514	269.378	401.833	10.000	0	199.333	233.642	380.181	10.000	119	54.6220977352573	6.66464080535825	41.8067226890756	aFHF
216	227.711	255.351	389.709	10.000	0	210.334	219.110	406.624	10.000	119	46.3151003237605	5.45646407210622	38.3529411764706	aFHF
217	230.089	254.685	407.020	10.000	0	219.441	227.504	404.226	10.000	119	29.3256389700208	4.12952764154819	37.7731092436975	aFHF
218	593.407	296.992	362.576	10.000	0	609.811	250.267	368.427	10.000	119	54.3700295935178	8.93863258136299	44.672268907563	aFHF
219	602.535	327.651	357.712	10.000	0	606.503	292.799	352.876	10.000	119	46.8446720983294	10.4016349030191	46.4285714285714	aFHF
220	583.203	319.126	363.171	10.000	0	635.128	269.010	390.595	10.000	119	77.2003552906333	9.11109106750614	44.1176470588235	aFHF
221	585.642	313.576	357.308	10.000	0	597.608	243.477	377.390	10.000	119	75.3640996629032	9.37824122812989	44.3613445378151	aFHF
222	588.992	318.114	360.352	10.000	0	619.504	271.744	375.188	10.000	119	57.4566440022388	9.34532403220731	45.7226890756302	aFHF
223	614.564	308.503	355.402	10.000	0	628.773	330.486	321.158	10.000	119	43.1021983894093	7.73420673050016	43.7983193277311	aFHF
224	585.387	274.272	371.829	10.000	0	641.939	267.574	417.198	10.000	119	72.8102882084668	8.56206589986416	38.0672268907563	aFHF
225	598.177	276.608	364.988	10.000	0	640.984	283.494	374.400	10.000	119	44.3671273467192	8.9429190783609	42.7647058823529	aFHF
226	618.103	287.759	384.740	10.000	0	627.569	326.955	333.483	10.000	119	65.2551107653646	8.72012133434521	45.1680672268908	aFHF
227	578.301	298.662	385.791	10.000	0	607.141	264.720	392.875	10.000	119	54.118948483872	7.71869656009669	42.0756302521008	aFHF
228	466.067	222.462	435.381	10.000	0	472.275	198.261	469.811	10.000	119	42.8749122448082	5.48648869679253	34.8739495798319	aFHF
229	462.631	229.243	437.823	10.000	0	455.479	204.093	471.751	10.000	119	42.8343645686498	5.28390180920731	34.3361344537815	aFHF
230	465.018	233.507	442.750	10.000	0	456.285	194.619	465.845	10.000	119	46.0643121950171	5.69472484967601	34.672268907563	aFHF
231	622.630	366.053	330.792	10.000	0	668.935	347.759	307.279	10.000	119	55.0607358287191	7.44692613547363	50.3613445378151	aFHF
232	615.900	332.607	342.330	10.000	0	620.496	316.088	277.492	10.000	119	67.0668831913337	9.31143636686049	45.2689075630252	aFHF
233	626.180	347.683	331.190	10.000	0	676.021	335.631	318.722	10.000	119	52.7714601749848	6.56709968416348	43.9747899159664	aFHF
234	635.758	340.787	348.312	10.000	0	664.497	342.661	325.909	10.000	119	36.4874828674163	5.58421727669257	42.5126050420168	aFHF
235	624.265	339.755	350.074	10.000	0	631.723	339.060	320.858	10.000	119	38.9684433612635	8.14797164393329	45.1680672268908	aFHF
236	630.311	353.674	340.455	10.000	0	664.846	331.599	307.215	10.000	119	52.7718622942189	7.65060589587607	44.1512605042017	aFHF
237	608.903	353.056	328.781	10.000	0	658.068	318.507	294.894	10.000	119	68.9866609932673	8.590343369703	46.6638655462185	aFHF
238	586.429	588.803	154.474	10.000	10	596.332	589.084	176.590	10.000	119	24.2335681648411	5.90012011173377	123.56880733945	aFHF
239	582.049	389.428	335.885	10.000	0	640.761	329.369	275.900	10.000	119	103.21038053413	14.5623083827778	46.7731092436975	aFHF
240	565.428	350.582	350.769	10.000	0	594.082	268.149	319.256	10.000	119	93.651593803843	14.5497725287348	40.2941176470588	aFHF
241	467.877	194.001	410.011	10.000	0	506.845	181.219	444.580	10.000	119	53.6367440193754	6.06208972707912	35.436974789916	aFHF
242	454.027	203.686	417.160	10.000	0	462.417	192.042	462.736	10.000	119	58.4743511806672	7.35617800564818	33.0924369747899	aFHF
243	438.393	207.172	434.951	10.000	0	421.988	197.031	472.357	10.000	119	49.6923291967684	7.53082034421608	26.8067226890756	aFHF
244	426.133	212.297	435.400	10.000	0	400.735	207.924	442.453	10.000	119	29.3568950844601	5.41242039119482	28.3109243697479	aFHF
245	114.658	527.678	226.636	10.000	19	107.101	521.650	229.937	10.000	119	14.643261146343	3.82582196358462	96.44	aFHF
246	132.038	519.465	216.788	10.000	19	117.774	528.459	200.143	10.000	119	29.0822429671441	6.0829618328876	110.34	aFHF
247	560.269	299.918	370.283	10.000	0	621.809	249.443	375.544	10.000	119	79.7657529645398	9.93337661937412	45.2605042016807	aFHF
248	561.188	288.361	377.720	10.000	0	590.103	239.111	389.989	10.000	119	63.8947519362897	7.89000786261188	44.2436974789916	aFHF
249	558.088	290.462	376.263	10.000	0	579.449	248.088	380.061	10.000	119	51.2668364247298	7.27185630212842	45.6302521008403	aFHF
250	475.424	210.078	446.575	10.000	0	505.164	198.228	454.667	10.000	119	33.0207595915055	5.39117498513015	35.6554621848739	aFHF
251	476.564	213.765	422.416	10.000	0	511.399	203.528	438.685	10.000	119	39.7863513657636	5.05204146558838	38.6302521008403	aFHF
252	475.430	214.916	422.424	10.000	0	500.025	202.626	447.226	10.000	119	37.0283314368876	4.67797733191825	38.0420168067227	aFHF
253	489.233	207.280	432.212	10.000	0	513.572	210.619	449.948	10.000	119	30.3001903954414	4.91439847091924	38.4705882352941	aFHF
254	481.108	211.124	410.232	10.000	0	516.582	193.784	445.305	10.000	119	52.8128356084011	5.54791580615044	39.0840336134454	aFHF
255	511.269	213.166	396.866	10.000	0	529.894	190.952	444.716	10.000	119	55.9461787881889	6.44047617756134	41.2689075630252	aFHF
256	137.210	558.289	194.232	10.000	33	122.500	557.053	205.334	10.000	119	24.1577013393245	6.21907943931656	111.244186046512	aFHF
257	157.103	551.595	195.494	10.000	33	160.740	566.975	190.743	10.000	119	18.8127342510332	4.46900568234627	107.03488372093	aFHF
258	546.736	245.219	388.248	10.000	0	581.095	211.538	425.018	10.000	119	69.6503435310982	7.82393544871644	43.0084033613445	aFHF
259	559.910	258.769	394.082	10.000	0	607.482	257.833	407.998	10.000	119	58.7045355062111	8.76028675110675	40.1260504201681	aFHF
260	557.199	257.847	390.436	10.000	0	598.841	258.475	423.863	10.000	119	62.8540844018907	7.87360430146826	42.218487394958	aFHF
261	542.461	262.876	385.534	10.000	0	568.336	245.116	409.671	10.000	119	50.5245052128172	7.47288711006969	45.0672268907563	aFHF
262	543.726	253.301	404.453	10.000	0	564.118	210.521	434.754	10.000	119	62.4249118061051	7.0979156987063	44.2352941176471	aFHF
263	510.887	253.761	426.132	10.000	0	544.805	217.490	434.234	10.000	119	50.3155897212782	5.93412856871053	44.6218487394958	aFHF
264	534.755	243.682	418.310	10.000	0	559.959	220.183	436.239	10.000	119	47.0503349403593	5.45338428932972	43.8235294117647	aFHF
265	125.166	510.538	208.421	10.000	24	107.829	521.091	189.978	10.000	119	29.5220933878341	6.31224435269345	105.936842105263	aFHF
266	521.747	258.627	418.773	10.000	0	546.978	216.702	422.612	10.000	119	49.2313534548869	6.46276267732257	44.781512605042	aFHF
267	524.766	257.458	404.475	10.000	0	554.873	208.703	427.264	10.000	119	66.3338092453615	7.03067949072725	44.7563025210084	aFHF
268	140.540	568.710	212.430	10.000	24	133.361	557.924	220.724	10.000	119	19.7860852368527	4.75069148192041	108.8	aFHF
269	151.958	568.526	208.352	10.000	24	156.501	572.419	217.141	10.000	119	10.6637960876979	4.02131820556493	102.4	aFHF
270	159.705	577.414	209.130	10.000	24	151.433	581.320	207.911	10.000	119	13.4902888775593	3.9592146856387	97.3894736842105	aFHF
271	173.187	588.432	183.374	10.000	29	152.681	598.154	184.065	10.000	119	22.7044224987116	5.37227567794879	94.0777777777778	aFHF
272	217.537	321.390	376.798	10.000	0	186.055	281.974	359.680	10.000	119	53.2706608181276	6.53017021061673	44.5126050420168	aFHF
273	162.621	609.945	206.331	10.000	24	145.307	591.891	203.701	10.000	119	25.1523043079556	4.45069511639739	89.7578947368421	aFHF
274	172.028	596.346	198.110	10.000	24	144.832	607.182	180.602	10.000	119	37.6610727940668	7.09611656947849	87.0105263157895	aFHF
275	294.485	254.884	429.590	10.000	0	266.359	222.927	443.043	10.000	119	46.4540468204871	6.17465136278601	29.0252100840336	aFHF
276	263.268	271.419	411.108	10.000	0	231.090	213.294	380.403	10.000	119	73.1897283367003	8.57794468663256	34.3949579831933	aFHF
277	130.891	443.602	285.823	10.000	0	78.208	426.806	278.841	10.000	119	55.7346609301609	6.14741354343247	65.109243697479	aFHF
278	269.723	276.835	393.604	10.000	0	222.759	215.110	366.049	10.000	119	82.3096042148181	10.9909119668232	33.7647058823529	aFHF
279	156.191	369.196	312.501	10.000	0	142.810	343.792	268.060	10.000	119	52.9095157603999	7.24787352768905	59.3109243697479	aFHF
280	145.353	354.412	312.163	10.000	0	168.170	329.101	268.968	10.000	119	55.0188170992434	6.03721289423617	53.9159663865546	aFHF
281	286.064	265.932	404.420	10.000	0	240.474	200.683	423.069	10.000	119	85.7959381381194	9.76651692972436	29.2016806722689	aFHF
282	145.220	350.717	313.993	10.000	0	163.623	345.225	255.765	10.000	119	61.3133954124219	7.10324035626056	54.6890756302521	aFHF
283	176.999	312.901	327.956	10.000	0	148.794	289.919	338.231	10.000	119	37.8056870589598	7.3640278015016	44.0840336134454	aFHF
284	158.686	344.520	340.883	10.000	0	122.784	314.185	338.108	10.000	119	47.0836113100939	7.42953768382762	45.7563025210084	aFHF
285	152.401	358.116	324.320	10.000	0	150.020	345.290	278.176	10.000	119	47.9525199859194	6.81108537158215	55.2941176470588	aFHF
286	149.960	532.001	196.934	10.000	34	109.957	546.503	166.401	10.000	119	53.4506309972109	8.69655319602502	116.482352941176	aFHF
287	568.085	611.662	49.485	10.000	87	566.948	614.007	51.063	10.000	119	8.39364575140022	5.88120288191899	89.53125	aFHF
288	635.934	533.607	169.386	10.000	16	632.917	544.704	168.781	10.000	119	19.5404308550247	5.13425655257345	101.825242718447	aFHF
289	603.952	394.497	338.391	10.000	0	653.263	368.477	272.284	10.000	119	86.4797697152346	13.2962379724619	54.9831932773109	aFHF
290	231.412	255.355	380.110	10.000	0	217.714	231.368	399.885	10.000	119	45.176639383646	5.98888161152595	39.7394957983193	aFHF
291	541.550	642.541	86.387	10.000	38	567.955	653.502	99.553	10.000	119	31.4755635692199	6.37486412352489	94.0617283950617	aFHF
292	446.897	239.785	435.123	10.000	0	419.694	212.829	452.794	10.000	119	54.2111727690888	8.26767158544679	30.1260504201681	aFHF
293	448.976	234.737	435.498	10.000	0	424.119	199.917	464.132	10.000	119	57.4547285260317	7.62653364750703	30.655462184874	aFHF
294	588.443	644.056	109.946	10.000	38	581.162	650.511	99.559	10.000	119	14.2327002005943	4.78162647466167	104.358024691358	aFHF
295	574.207	638.625	103.114	10.000	38	573.670	645.456	83.777	10.000	119	25.8770151292609	5.86381432506144	95.962962962963	aFHF
296	545.575	304.509	407.916	10.000	0	575.273	255.865	396.541	10.000	119	59.9371980910019	7.7105081763167	44.9579831932773	aFHF
297	549.708	326.302	388.589	10.000	0	571.911	233.699	388.814	10.000	119	96.2031407907247	9.65222996391415	44.781512605042	aFHF
298	544.880	300.081	389.866	10.000	0	557.603	230.093	408.754	10.000	119	78.0807383866213	9.18146322708383	47.3109243697479	aFHF
299	530.588	282.002	393.404	10.000	0	546.943	235.386	438.906	10.000	119	72.5610661580989	9.23004003555576	46.1008403361345	aFHF
300	505.540	262.933	412.974	10.000	0	518.133	235.336	443.411	10.000	119	42.971956285466	5.89673260073883	44.2352941176471	aFHF
301	93.908	464.336	231.392	10.000	23	126.387	449.109	196.726	10.000	119	50.4111358431845	6.54023667612148	80.9270833333333	aFHF
302	476.572	258.878	426.694	10.000	0	418.241	226.450	474.118	10.000	119	81.8725626873863	8.85238318056083	33.6890756302521	aFHF
303	470.169	246.821	428.705	10.000	0	451.000	207.492	443.885	10.000	119	48.8785673787602	6.83953860227963	36.0504201680672	aFHF
304	299.766	206.357	429.427	10.000	0	282.904	188.625	458.343	10.000	119	44.5607851815921	5.76400012729409	24.9915966386555	aFHF
305	172.308	590.836	149.973	10.000	85	160.323	613.214	168.643	10.000	119	31.5116487826328	10.883508794972	98.0588235294118	aFHF
306	498.412	251.788	422.454	10.000	0	464.666	227.633	435.128	10.000	119	43.4711382528684	5.97817928946782	39.5042016806723	aFHF
307	192.318	595.908	142.658	10.000	47	165.524	614.802	123.905	10.000	119	38.1678837113089	7.78132394571731	84.6527777777778	aFHF
308	158.411	592.580	159.411	10.000	40	121.498	573.285	179.408	10.000	119	46.2033180951325	9.90324232398957	100.20253164557	aFHF
309	672.531	499.048	185.341	10.000	16	651.165	474.300	197.553	10.000	119	37.6538791759893	6.14753132915727	89.7669902912621	aFHF
310	182.792	618.721	151.663	10.000	40	166.005	636.186	142.903	10.000	119	28.5968125671376	6.64006129331331	72.9873417721519	aFHF
311	133.358	518.564	152.592	10.000	38	145.650	561.899	124.812	10.000	119	53.2189788233484	9.55979806911312	105.506172839506	aFHF
312	571.725	596.019	99.949	10.000	45	594.636	612.496	97.532	10.000	119	31.184066412192	7.5454569229157	125.175675675676	aFHF
313	107.233	538.523	236.137	10.000	26	102.337	518.384	241.022	10.000	119	21.2935051600247	4.6802064039974	94.7634408602151	aFHF
314	168.597	573.457	162.775	10.000	40	144.393	562.185	173.300	10.000	119	28.6996032202538	7.84663817205203	102.544303797468	aFHF
315	144.860	536.320	181.548	10.000	38	101.777	549.458	181.423	10.000	119	45.0418423024636	10.092449851581	112.814814814815	aFHF
316	157.145	350.496	304.805	10.000	0	179.053	335.620	256.580	10.000	119	55.0173287701248	6.73236220870545	52.8823529411765	aFHF
317	142.920	363.664	310.742	10.000	0	148.503	359.041	243.781	10.000	119	67.3521903058839	7.50491126073054	57.1596638655462	aFHF
318	135.219	372.088	306.266	10.000	0	153.886	356.991	251.831	10.000	119	59.4940797306758	6.64735397742541	58.8235294117647	aFHF
319	643.292	568.815	165.056	10.000	26	617.291	579.812	172.148	10.000	119	29.1730938023378	5.29621620387469	130.634408602151	aFHF
320	136.131	370.339	279.388	10.000	0	137.034	369.309	237.494	10.000	119	41.9163875471157	6.17143867926855	57.8319327731092	aFHF
321	568.001	665.685	122.656	10.000	26	556.056	654.887	96.846	10.000	119	30.4209784359412	5.01399949298812	87.741935483871	aFHF
322	635.054	511.225	258.034	10.000	0	670.614	504.676	283.164	10.000	119	44.0331681917166	6.72122381326174	69.5546218487395	aFHF
323	644.836	523.594	254.439	10.000	0	673.414	526.733	233.861	10.000	119	41.6049547650277	6.97138588035712	85.1932773109244	aFHF
324	643.282	479.198	230.157	10.000	0	609.404	444.912	214.766	10.000	119	50.6414218698488	9.47193718563682	76.3781512605042	aFHF
325	604.931	588.911	91.748	10.000	43	611.875	613.665	77.816	10.000	119	29.2417556928444	7.28879282164425	120.355263157895	aFHF
326	626.593	528.459	236.768	10.000	0	635.783	536.952	208.707	10.000	119	40.9767985816364	6.84621385669356	93.3949579831933	aFHF
327	615.819	522.612	228.312	10.000	0	625.798	548.338	219.846	10.000	119	32.2871716630615	8.83843098085653	92.7058823529412	aFHF
328	672.374	441.137	319.777	10.000	0	660.868	415.240	311.048	10.000	119	33.0160958018964	5.51329213232254	52.4453781512605	aFHF
329	125.932	533.820	186.854	10.000	89	128.877	535.541	186.288	10.000	119	10.2840457991979	6.75275711873181	128.5	aFHF
330	645.219	509.813	241.089	10.000	0	616.955	478.392	240.379	10.000	119	42.4794103301824	8.28658938484408	85.6638655462185	aFHF
331	598.459	553.580	192.909	10.000	0	601.193	558.804	178.079	10.000	119	24.0639749210308	5.32891723032645	105.126050420168	aFHF
332	618.844	561.343	194.401	10.000	0	630.236	570.541	178.330	10.000	119	24.4998410403007	5.63572703292235	106.823529411765	aFHF
333	145.946	593.905	142.895	10.000	45	115.231	585.429	145.566	10.000	119	31.9748032362984	6.93498951690067	100.027027027027	aFHF
334	620.061	575.047	187.402	10.000	0	626.065	554.106	185.417	10.000	119	21.8749565028139	5.5841855937592	98.7142857142857	aFHF
335	605.265	556.457	186.563	10.000	0	612.301	553.915	179.848	10.000	119	23.3692710412627	4.78458141695403	105.252100840336	aFHF
336	129.032	554.296	181.880	10.000	35	124.461	567.556	191.160	10.000	119	19.8752837464022	5.31050296807223	109.452380952381	aFHF
337	112.070	548.969	191.710	10.000	38	97.021	546.361	205.458	10.000	119	20.5494907236165	5.34545811590727	112.888888888889	aFHF
338	200.948	614.051	164.564	10.000	49	163.379	614.502	143.028	10.000	119	43.3062634961734	8.72477140336824	87.1571428571429	aFHF
339	593.427	623.075	148.052	10.000	21	573.454	626.762	125.006	10.000	119	30.7186069671136	5.89623830632423	118.826530612245	aFHF
340	149.090	575.697	181.318	10.000	31	143.453	585.548	197.527	10.000	119	20.1879130669814	4.57746699490174	98.9772727272727	aFHF
341	143.110	579.944	192.003	10.000	31	124.382	597.166	198.377	10.000	119	29.4853849559405	6.18624585920288	98.4659090909091	aFHF
342	151.725	569.170	178.339	10.000	31	166.906	558.652	179.363	10.000	119	22.4487034369471	6.81988495312601	98.75	aFHF
343	147.074	574.123	178.255	10.000	31	156.312	576.494	190.311	10.000	119	15.3723589926855	5.83776954774114	100.147727272727	aFHF
344	164.043	569.451	174.834	10.000	31	134.882	565.571	173.198	10.000	119	29.4634488307123	8.63125622298174	98.25	aFHF
345	565.835	630.483	84.971	10.000	47	586.456	643.131	91.007	10.000	119	24.932525764551	5.99930258642026	100.458333333333	aFHF
346	635.699	530.928	180.199	10.000	8	640.512	539.673	177.822	10.000	119	17.7847624949	5.73302511000037	94.4234234234234	aFHF
347	635.405	536.525	222.340	10.000	0	605.183	543.158	197.780	10.000	119	39.5039184512119	6.59271698019639	91.5378151260504	aFHF
348	634.630	545.329	204.806	10.000	0	605.725	537.331	211.614	10.000	119	32.0782156766863	7.53168708391718	89.4705882352941	aFHF
349	625.470	539.313	204.323	10.000	0	593.990	539.043	190.641	10.000	119	34.3257982281549	7.73632813409049	94.1008403361345	aFHF
350	629.022	537.138	197.962	10.000	0	615.861	527.839	215.322	10.000	119	24.3236106900272	7.47241535271337	92.5210084033613	aFHF
351	631.952	553.421	199.024	10.000	0	620.258	556.268	199.843	10.000	119	20.1581574802857	5.93142473753551	87.0588235294118	aFHF
352	620.762	546.425	194.739	10.000	0	611.773	548.675	182.535	10.000	119	25.0924708428645	7.31557999295093	90.3697478991597	aFHF
353	621.295	543.528	205.361	10.000	0	611.315	548.720	199.998	10.000	119	15.5969623003969	5.82317318141176	90.4117647058823	aFHF
354	178.716	624.974	168.481	10.000	31	175.470	623.022	155.977	10.000	119	18.9700445439646	4.95725507301568	79.2840909090909	aFHF
355	184.992	612.324	172.054	10.000	31	182.766	603.478	141.615	10.000	119	31.7763986788937	5.99845818230387	80.7386363636364	aFHF
356	652.765	509.440	209.017	10.000	0	615.214	504.564	215.139	10.000	119	38.3579439099647	7.25307391127252	93.4957983193277	aFHF
357	634.917	522.788	212.894	10.000	0	596.903	519.101	216.199	10.000	119	38.3351169295204	6.61125629082423	94.327731092437	aFHF
358	628.487	503.854	193.610	10.000	0	602.362	529.610	196.494	10.000	119	36.7995192495772	8.12373718911629	93.5798319327731	aFHF
359	627.184	517.019	195.947	10.000	0	605.545	512.660	202.487	10.000	119	23.2785580524224	6.71952739611152	94.3025210084034	aFHF
360	634.794	519.809	191.567	10.000	0	613.474	519.960	211.101	10.000	119	28.9161262447098	6.50516614987997	93.0672268907563	aFHF
361	618.273	510.170	191.958	10.000	0	598.079	512.977	182.708	10.000	119	22.3883761135104	6.82836627401669	93.3781512605042	aFHF
362	190.307	615.086	167.714	10.000	31	175.957	624.255	155.032	10.000	119	28.041073749056	5.98945989242431	75.2727272727273	aFHF
363	132.674	490.785	186.313	10.000	21	115.274	470.465	162.439	10.000	119	45.5206949968912	9.43943887521575	90.8367346938775	aFHF
364	108.343	487.658	164.316	10.000	26	136.474	521.715	194.573	10.000	119	56.4451043847029	10.9245020961722	111.225806451613	aFHF
365	134.698	501.204	188.616	10.000	26	135.224	500.065	157.058	10.000	119	31.6457394604708	8.71367711839877	107.94623655914	aFHF
366	631.019	345.408	331.009	10.000	0	681.690	337.148	320.489	10.000	119	52.4065667736402	7.01053995607179	41.9579831932773	aFHF
367	628.599	335.149	325.498	10.000	0	654.456	322.806	327.122	10.000	119	28.6979350128193	6.98473392974446	43.3193277310924	aFHF
368	586.791	263.973	366.508	10.000	0	643.677	253.205	417.235	10.000	119	76.9752905093576	10.1556327088758	36.9243697478992	aFHF
369	606.475	582.798	162.966	10.000	13	597.168	581.955	169.452	10.000	119	15.6417530027808	4.63909431575475	128.811320754717	aFHF
370	563.333	646.781	81.725	10.000	47	584.365	653.679	82.371	10.000	119	22.1437292252232	6.60393094062303	92.5694444444444	aFHF
371	617.773	577.213	158.664	10.000	21	613.299	590.872	150.768	10.000	119	17.4243997027158	4.34394012268583	135.204081632653	aFHF
372	571.050	592.728	128.716	10.000	40	580.720	613.675	140.115	10.000	119	29.987179610627	6.62743337345001	133.696202531646	aFHF
373	649.853	505.976	220.703	10.000	0	647.601	488.318	202.672	10.000	119	25.3375892499662	5.91568268583156	92.7563025210084	aFHF
374	644.414	502.447	226.828	10.000	0	607.313	460.433	212.078	10.000	119	57.9588034469312	9.34864456750867	88.3361344537815	aFHF
375	650.936	502.899	230.827	10.000	0	605.189	491.935	230.706	10.000	119	47.1542595742952	7.86287799241449	90.436974789916	aFHF
376	638.001	489.210	217.728	10.000	0	610.377	499.508	197.650	10.000	119	35.6687575337297	6.9152686017274	93.0924369747899	aFHF
377	177.211	611.342	147.464	10.000	42	148.899	619.743	149.145	10.000	119	29.5799240364136	5.17991208850502	84.4805194805195	aFHF
378	651.397	491.812	211.234	10.000	0	608.397	468.712	194.373	10.000	119	51.6420692943263	7.06297387473866	89.8823529411765	aFHF
379	181.699	603.156	150.893	10.000	42	168.740	601.248	139.199	10.000	119	20.7139425025754	6.38380242094821	89.6883116883117	aFHF
380	163.599	596.549	148.727	10.000	42	138.227	595.020	141.883	10.000	119	29.1945139709501	7.06637916063515	94.6363636363636	aFHF
381	621.355	502.322	132.129	10.000	0	641.133	526.795	167.106	10.000	119	47.0888743866319	6.21493160157912	90.0756302521008	aFHF
382	629.851	483.974	121.625	10.000	0	627.016	518.846	142.379	10.000	119	44.7288883497008	7.30483032237226	88.2773109243697	aFHF
383	643.696	471.205	163.134	10.000	0	623.967	492.463	176.665	10.000	119	32.0034992774228	6.61778435397206	85.1764705882353	aFHF
384	636.594	478.455	185.725	10.000	0	610.150	512.986	175.832	10.000	119	46.8200791434616	8.67980603516408	91.5126050420168	aFHF
385	636.258	470.714	180.484	10.000	0	621.740	470.319	168.585	10.000	119	21.2798144023861	8.64856351780266	83.546218487395	aFHF
386	88.310	440.950	265.625	10.000	8	106.536	449.085	260.108	10.000	119	24.3510297318204	4.84216605320299	73.3513513513514	aFHF
387	576.903	587.801	83.882	10.000	49	576.190	614.062	82.616	10.000	119	27.4640953610345	7.84578397578789	115.871428571429	aFHF
388	576.108	589.992	82.108	10.000	49	597.976	621.347	82.531	10.000	119	38.869082327732	7.24102725555946	115.828571428571	aFHF
389	105.787	529.225	158.395	10.000	42	109.001	542.994	163.821	10.000	119	30.9711926312178	8.85698931110604	113.077922077922	aFHF
390	619.687	323.370	330.569	10.000	0	629.229	320.494	295.456	10.000	119	36.4999165615485	6.22916763522565	44.6470588235294	aFHF
391	602.590	621.044	103.278	10.000	49	601.598	628.769	90.276	10.000	119	15.1562427072148	5.17567661250454	118.342857142857	aFHF
392	158.624	605.918	180.509	10.000	34	158.266	610.751	181.186	10.000	119	8.15769170783014	4.02260930073921	92.7058823529412	aFHF
393	103.192	555.466	225.993	10.000	50	102.275	551.579	221.994	10.000	119	11.0099866030799	4.10985297471308	107.478260869565	aFHF
394	607.612	543.773	175.173	10.000	18	594.090	528.708	174.427	10.000	119	22.3918634552821	6.28057634490748	104.19801980198	aFHF
395	627.914	546.108	164.030	10.000	18	642.213	552.502	176.610	10.000	119	20.0898242152588	6.06910281756771	111.039603960396	aFHF
396	561.441	635.338	131.595	10.000	18	566.057	637.547	107.135	10.000	119	26.6732859992915	6.56629036594567	95.7524752475248	aFHF
397	564.127	624.813	137.474	10.000	18	581.506	620.206	124.428	10.000	119	24.8952746921982	6.18034628065366	108.356435643564	aFHF
398	196.772	506.055	132.776	10.000	51	157.141	597.046	126.977	10.000	119	99.4163298608433	23.1547847480612	85.7647058823529	aFHF
399	129.826	422.735	299.415	10.000	0	107.482	402.274	295.200	10.000	119	30.5887737903957	4.94313341278649	61.7731092436975	aFHF
400	129.572	419.117	297.415	10.000	0	103.327	405.550	292.580	10.000	119	29.937280086875	5.15929841740726	62.4285714285714	aFHF
401	124.201	404.480	297.824	10.000	0	103.735	395.066	261.190	10.000	119	43.1039979700259	6.63329485767024	63.436974789916	aFHF
402	133.094	414.023	292.192	10.000	0	94.213	384.842	281.282	10.000	119	49.8225954964211	6.41235770156446	62.8067226890756	aFHF
403	138.717	419.283	284.693	10.000	0	106.845	419.738	279.641	10.000	119	32.2731174973847	5.92779601113129	62.6638655462185	aFHF
404	566.533	609.720	103.686	10.000	35	570.925	636.900	79.384	10.000	119	36.7236881045463	8.18871327157064	104.154761904762	aFHF
405	187.517	493.690	161.589	10.000	51	144.335	577.683	134.698	10.000	119	98.1969197785755	19.6572755536197	101.926470588235	aFHF
406	525.953	638.640	89.424	10.000	33	554.450	652.793	110.245	10.000	119	40.3678612388618	7.36724822951631	92.3953488372093	aFHF
407	127.371	431.576	277.581	10.000	0	121.843	427.883	259.806	10.000	119	19.2301003897535	5.9296775049561	69.3613445378151	aFHF
408	129.919	415.659	278.181	10.000	0	111.323	428.597	240.798	10.000	119	43.8483370494252	6.61632411213449	66	aFHF
409	119.536	405.275	280.760	10.000	0	136.978	386.192	243.355	10.000	119	47.2433531197776	7.81274342313001	60.3529411764706	aFHF
410	106.434	428.163	272.336	10.000	0	133.507	440.348	241.011	10.000	119	43.1587439460418	6.38842274186716	72.890756302521	aFHF
