Stage,Label,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,IntDen,Median,RawIntDen,Ch
EHF,Image360242:end3_4:4,2120.736,173.612,76.658,19,3006,118.362,126.555,118.73,128.983,368186.123,165,49493611,4
EHF,Image360242:mes1_1:1,1646.852,21.442,8.951,3,85,165.76,90.029,166.672,91.435,35312.023,20,4746837,1
EHF,Image360242:mes1_2:2,1646.852,366.638,184.599,32,3740,165.76,90.029,165.47,90.642,603799.293,332,81166034,2
EHF,Image360242:mes1_3:3,1646.852,67.39,31.721,4,1277,165.76,90.029,167.094,90.42,110981.553,63,14918753,3
EHF,Image360242:mes1_4:4,1646.852,126.497,42.093,18,1156,165.76,90.029,165.367,90.362,208321.389,122,28003711,4
EHF,Image360242:mes2_1:1,837.646,21.89,8.924,4,70,155.371,100.349,156.58,101.049,18336.303,20,2464867,1
EHF,Image360242:mes2_2:2,837.646,375.913,209.997,29,3740,155.371,100.349,155.556,100.523,314881.996,334,42328176,2
EHF,Image360242:mes2_3:3,837.646,65.446,34.752,7,1277,155.371,100.349,156.562,100.475,54820.223,59,7369237,3
EHF,Image360242:mes2_4:4,837.646,129.174,45.979,19,1156,155.371,100.349,155.081,100.588,108201.798,124,14545083,4
EHF,Image360242:mes3_1:1,1130.946,24.524,8.572,4,85,171.623,90.862,170.951,91.903,27735.47,23,3728355,1
EHF,Image360242:mes3_2:2,1130.946,378.464,196.781,46,3778,171.623,90.862,171.212,91.144,428022.863,339,57537196,2
EHF,Image360242:mes3_3:3,1130.946,74.602,28.415,10,411,171.623,90.862,172.221,90.804,84370.527,70,11341552,3
EHF,Image360242:mes3_4:4,1130.946,127.418,36.123,28,499,171.623,90.862,171.28,91.014,144102.794,124,19371093,4
Som,Image867986:ect1_1:1,2154.323,17.243,4.875,3,51,28.688,28.214,28.676,28.413,37147.47,17,4993568,1
Som,Image867986:ect1_2:2,2154.323,344.44,222.414,12,2977,28.688,28.214,28.028,28.178,742035.575,295,99748518,2
Som,Image867986:ect1_3:3,2154.323,125.933,63.198,6,639,28.688,28.214,28.27,27.846,271300.256,117,36469678,3
Som,Image867986:ect1_4:4,2154.323,418.631,217.822,15,2112,28.688,28.214,28.345,27.982,901867.19,379,121233966,4
