Tracks	Begin X	Begin Y	Begin Z	Begin R	Begin T	End X	End Y	End Z	Begin R	End T	Peak Displacement	Avg Sliding Velocity (micron/hr)	Avg Density (cells per 12 radii)	Region
130	181.936	284.491	316.173	10.000	0	301.283	268.218	290.466	10.000	148	123.163983318988	11.2140019910497	187.398648648649	EM
131	197.085	364.966	276.376	10.000	0	229.073	368.388	303.141	10.000	148	45.4213065201784	7.4997742598089	130.25	EM
132	196.006	353.438	270.378	10.000	0	231.051	378.035	299.391	10.000	148	51.7196152634569	7.79319697430362	133.02027027027	EM
133	208.318	354.231	264.858	10.000	0	261.668	358.709	291.579	10.000	148	59.8354980341937	8.29384414910863	130.716216216216	EM
134	219.618	356.392	277.657	10.000	0	231.898	379.419	281.632	10.000	148	28.5616705043665	5.34111209687475	108.587837837838	EM
135	201.547	355.473	284.177	10.000	0	242.195	364.383	301.275	10.000	148	44.9887720214722	7.60649228768909	138.040540540541	EM
136	195.469	353.712	278.162	10.000	0	237.674	375.284	303.694	10.000	148	53.837684134814	6.90415867883746	129.135135135135	EM
137	197.210	349.875	271.949	10.000	0	269.220	310.803	301.500	10.000	148	87.0937591621811	9.50770017420603	167.47972972973	EM
138	195.033	350.604	274.949	10.000	0	245.750	362.775	293.619	10.000	148	55.3977998660597	8.00021716046567	140.540540540541	EM
139	190.023	353.602	279.691	10.000	0	250.023	343.485	304.908	10.000	148	65.8653989436032	8.24554650386606	155.405405405405	EM
140	183.701	347.229	266.330	10.000	0	218.054	377.761	303.069	10.000	148	58.839491449196	7.00044667139274	135.209459459459	EM
141	177.783	326.108	283.079	10.000	0	265.223	322.142	311.158	10.000	148	91.9234083191001	10.0880245321117	171.52027027027	EM
142	157.724	195.790	265.726	10.000	0	151.664	184.238	314.672	10.000	148	50.6545478708477	5.07519764328669	189.459459459459	EM
143	160.989	207.549	264.528	10.000	0	177.818	186.181	313.258	10.000	148	56.1110258505403	5.24550710738937	204.27027027027	EM
144	148.909	232.241	296.052	10.000	0	157.350	220.035	323.576	10.000	148	41.1573559646389	4.8059495591066	225.790540540541	EM
145	105.870	284.906	180.908	10.000	25	144.122	319.629	100.487	10.000	148	95.5847240619546	11.1452687331228	189.382113821138	EM
146	302.460	224.857	188.547	10.000	0	317.535	239.965	151.030	10.000	148	43.1628610960858	4.96538344026136	108.574324324324	EM
147	294.575	223.662	163.116	10.000	0	300.664	251.189	124.953	10.000	148	47.4470886251201	5.92481736850134	133.459459459459	EM
148	311.405	266.237	166.264	10.000	0	310.232	260.183	127.201	10.000	148	46.5633951189129	6.24581904263045	110.22972972973	EM
149	82.929	281.264	169.256	10.000	25	156.468	331.047	91.179	10.000	148	118.246985327322	11.8247892798526	169.081300813008	EM
150	243.742	321.751	149.398	10.000	0	281.045	363.907	120.705	10.000	148	63.1817251584665	8.19674047115545	98.0472972972973	EM
151	282.194	280.875	143.700	10.000	0	298.099	310.150	116.516	10.000	148	53.3478418026446	7.05740859396724	131.358108108108	EM
152	291.855	275.357	128.306	10.000	0	302.322	275.635	117.868	10.000	148	41.7890813610445	6.79604370278864	137.594594594595	EM
153	261.408	271.039	134.661	10.000	0	290.305	295.873	109.027	10.000	148	48.1019858737662	6.25879223367826	155.97972972973	EM
154	269.927	283.825	121.548	10.000	0	291.708	296.124	107.436	10.000	148	34.3703187357929	6.84832098622108	155.5	EM
155	264.905	279.630	127.972	10.000	0	292.565	293.587	109.078	10.000	148	38.0097551952127	6.46124064925893	158.094594594595	EM
156	243.208	263.935	124.072	10.000	0	295.831	265.172	110.258	10.000	148	54.4200045387723	7.08043855869459	172.033783783784	EM
157	179.960	177.355	277.607	10.000	0	152.504	169.562	308.573	10.000	148	42.1124202700343	4.66411105010488	165.763513513514	EM
158	170.334	174.804	290.235	10.000	0	140.445	168.782	323.730	10.000	148	45.2938387642293	4.58700733368328	155.959459459459	EM
159	173.302	172.618	270.652	10.000	0	126.487	171.899	293.515	10.000	148	52.1044907373635	4.72442856598543	156.027027027027	EM
160	166.013	174.766	249.311	10.000	0	130.339	167.621	287.610	10.000	148	53.5145084906887	5.10244673623869	156.189189189189	EM
161	162.577	172.597	254.260	10.000	0	120.717	161.296	281.501	10.000	148	51.8373420807819	5.62724681664577	147.189189189189	EM
162	159.424	171.380	258.536	10.000	0	121.435	169.817	288.544	10.000	148	48.436423835787	5.22005802084201	151.412162162162	EM
163	156.866	173.641	262.283	10.000	0	114.372	164.405	285.949	10.000	148	49.5088203050729	5.0951431200739	146.601351351351	EM
164	184.805	274.056	311.719	10.000	0	273.133	258.754	305.443	10.000	148	89.8630901093435	9.32612226206247	213.074324324324	EM
165	192.538	269.734	311.383	10.000	0	259.324	254.543	316.403	10.000	148	68.675590110315	7.15384868171837	219.993243243243	EM
166	190.133	274.251	306.919	10.000	0	273.026	253.944	304.903	10.000	148	85.3679562482317	7.54997391471147	210.945945945946	EM
167	189.440	274.294	309.132	10.000	0	267.164	242.550	317.908	10.000	148	84.4139792214536	8.17319719323514	213.432432432432	EM
168	194.703	282.302	308.742	10.000	0	295.920	274.997	288.146	10.000	148	103.549212116752	8.72957445210244	185.885135135135	EM
169	187.678	268.499	304.424	10.000	0	245.845	248.281	321.832	10.000	148	63.9937956133249	6.73709316815379	229.756756756757	EM
170	174.912	228.186	315.960	10.000	0	201.286	203.734	340.594	10.000	148	45.4347412560037	4.90834893792855	211.878378378378	EM
171	179.401	235.009	318.636	10.000	0	207.815	212.380	331.918	10.000	148	42.1934251513195	5.75918847705205	221.675675675676	EM
172	181.299	234.280	310.253	10.000	0	220.361	200.221	328.321	10.000	148	54.8844964356967	5.23986955759089	211.452702702703	EM
173	171.953	255.947	317.167	10.000	0	223.866	243.117	337.056	10.000	148	57.0538411502679	5.94025970030427	242.635135135135	EM
174	173.296	259.650	311.381	10.000	0	223.708	228.249	329.805	10.000	148	62.183891169659	6.08501754191966	238.547297297297	EM
175	173.150	244.261	307.224	10.000	0	222.826	218.797	332.921	10.000	148	62.0786082801475	6.0079184226255	226.932432432432	EM
176	178.591	246.437	299.525	10.000	0	227.633	219.371	326.753	10.000	148	62.2820207122409	5.8556080295314	224.925675675676	EM
177	173.252	255.807	298.503	10.000	0	238.146	233.068	327.531	10.000	148	75.4590433877875	7.45885169174609	228.72972972973	EM
178	182.981	205.399	293.434	10.000	0	191.009	190.406	325.148	10.000	148	35.9863394776407	3.87818793085337	202.601351351351	EM
179	188.047	210.126	283.946	10.000	0	204.206	180.708	314.370	10.000	148	45.626083800826	4.15498067865942	196.074324324324	EM
180	180.943	208.982	295.659	10.000	0	202.350	187.483	321.264	10.000	148	40.1036102364862	4.05489702860171	197.371621621622	EM
181	153.322	197.062	272.814	10.000	0	140.116	185.213	309.794	10.000	148	41.0160655963002	4.2180795435485	185.932432432432	EM
182	152.858	194.674	284.124	10.000	0	156.609	186.712	325.786	10.000	148	42.5815181622262	4.58807007089044	188.72972972973	EM
183	136.674	199.082	273.182	10.000	0	114.196	215.248	302.861	10.000	148	40.5887063233112	4.26654939605261	194.932432432432	EM
184	138.022	208.000	267.238	10.000	0	124.350	217.328	301.515	10.000	148	38.0637346696301	4.5884937653565	207.27027027027	EM
185	151.347	204.361	261.061	10.000	0	168.276	181.879	313.788	10.000	148	59.7676157630535	5.20781066662689	203.141891891892	EM
186	110.103	233.575	258.346	10.000	7	114.142	255.776	298.472	10.000	148	46.0357882304626	8.19307108607542	214.794326241135	EM
187	141.920	204.186	264.921	10.000	0	108.061	211.796	294.161	10.000	148	45.3797485779725	4.80624093762528	197.993243243243	EM
188	101.435	233.692	132.678	10.000	40	111.531	258.857	103.552	10.000	148	39.7935964320894	7.03546299970306	220.5	EM
189	159.082	249.268	287.549	10.000	0	204.842	242.047	330.797	10.000	148	63.3759413736791	6.584967611469	261.162162162162	EM
190	186.127	213.270	282.713	10.000	0	191.257	180.255	314.027	10.000	148	45.7916337446045	4.13923904086738	197.824324324324	EM
191	188.106	227.088	290.539	10.000	0	218.765	187.612	318.988	10.000	148	57.5123852574382	5.17126964864034	204.804054054054	EM
